Gene,# Hairpins,NES,Gene rank,p-value,p-value rank
hsa-mir-5708,4,0.4001,7618,0.3093,6905
RNF220,6,0.4002,7619,0.3545,7890
GLRB,6,0.4002,7620,0.3545,7892
PPP3CB,6,0.4003,7621,0.3545,7889
ATL2,6,0.4004,7622,0.3545,7891
KIR3DL2,6,0.4004,7623,0.3546,7894
SOCS4,6,0.4004,7624,0.3546,7893
TRPM8,6,0.4005,7625,0.3548,7897
OR13F1,6,0.4005,7626,0.3548,7898
DNAJA3,6,0.4006,7627,0.3548,7896
NonTargetingControlGuideForHuman_0327,2,0.4006,7628,0.1473,3349
ELP3,6,0.4006,7629,0.3549,7899
ANXA13,6,0.4007,7630,0.355,7900
ATOH8,6,0.4007,7631,0.355,7901
EPM2A,6,0.4008,7632,0.3551,7902
CIDEA,6,0.4008,7633,0.3552,7905
PREPL,6,0.4011,7634,0.3557,7909
EXOC3L2,6,0.4011,7635,0.3558,7911
TMEM261,6,0.4011,7636,0.3558,7912
FAM177B,6,0.4012,7637,0.3558,7910
MPEG1,6,0.4012,7638,0.3559,7914
hsa-mir-3692,4,0.4012,7639,0.3105,6944
LOXL3,6,0.4013,7640,0.3559,7913
TMEM126B,6,0.4013,7641,0.356,7917
NET1,6,0.4013,7642,0.356,7915
PTPRH,6,0.4014,7643,0.3562,7918
CNEP1R1,6,0.4015,7644,0.3563,7920
ZNF423,6,0.4015,7645,0.3563,7925
ABCC11,6,0.4016,7646,0.3563,7926
CXCR2,6,0.4016,7647,0.3563,7921
CLEC4G,6,0.4016,7648,0.3563,7927
RPL14,6,0.4016,7649,0.3563,7919
OR5AR1,6,0.4017,7650,0.3563,7928
PSKH1,6,0.4017,7651,0.3563,7922
SCN9A,6,0.4017,7652,0.3563,7923
CREBBP,6,0.4018,7653,0.3563,7924
HSPA14,6,0.4019,7654,0.3564,7931
KAL1,6,0.4019,7655,0.3564,7930
ALAS1,6,0.4019,7656,0.3564,7929
INSM2,6,0.4021,7657,0.3567,7936
ZSCAN5B,6,0.4021,7658,0.3567,7933
PM20D2,6,0.4021,7659,0.3567,7932
OR8G1,6,0.4021,7660,0.3567,7934
CDH7,6,0.4022,7661,0.3571,7941
PRRX1,6,0.4023,7662,0.3572,7942
ACTR3,6,0.4024,7663,0.3573,7944
hsa-mir-4264,4,0.4024,7664,0.3111,6961
NYNRIN,6,0.4024,7665,0.3573,7945
CITED4,6,0.4024,7666,0.3573,7946
hsa-mir-3175,4,0.4025,7667,0.3112,6965
HMGB2,6,0.4025,7668,0.3573,7943
SH3PXD2A,6,0.4025,7669,0.3573,7947
RIPK4,6,0.4026,7670,0.3574,7950
CDK12,6,0.4026,7671,0.3574,7949
hsa-mir-378d-2,4,0.4026,7672,0.3114,6969
OR5A2,6,0.4027,7673,0.3575,7952
SLC35G5,6,0.4028,7674,0.3577,7953
C12orf79,6,0.4028,7675,0.3578,7954
ZNF771,6,0.4029,7676,0.358,7955
NUDT10,6,0.4029,7677,0.358,7956
GABRE,6,0.4029,7678,0.3581,7958
TCTA,6,0.403,7679,0.3582,7959
SLIRP,6,0.403,7680,0.3582,7960
RGS2,6,0.4031,7681,0.3583,7965
IL1RAPL1,6,0.4031,7682,0.3583,7962
PYGL,6,0.4031,7683,0.3583,7963
TMEM8C,6,0.4032,7684,0.3583,7964
OR4C45,6,0.4032,7685,0.3584,7967
PAPPA,6,0.4032,7686,0.3584,7968
POMT1,6,0.4032,7687,0.3585,7970
NIP7,6,0.4033,7688,0.3585,7969
TOMM40,6,0.4033,7689,0.3586,7971
HSD17B7,6,0.4036,7690,0.3591,7974
TMEM161A,6,0.4036,7691,0.3591,7975
CNR1,6,0.4036,7692,0.3592,7976
ZNF528,6,0.4037,7693,0.3593,7977
ATP5F1,6,0.4037,7694,0.3594,7978
YTHDF2,6,0.4038,7695,0.3596,7979
PROL1,6,0.4038,7696,0.3598,7981
TNFRSF10C,6,0.4038,7697,0.3598,7980
SIX2,6,0.4039,7698,0.3599,7984
MFAP4,6,0.4039,7699,0.3599,7985
CLMP,6,0.4039,7700,0.3599,7983
FBXL15,6,0.4039,7701,0.3599,7982
hsa-mir-6855,4,0.4039,7702,0.3125,6987
SDK1,6,0.404,7703,0.36,7986
PEX12,6,0.404,7704,0.3601,7987
MGAM,6,0.404,7705,0.3602,7988
PAQR8,6,0.404,7706,0.3602,7989
REEP1,6,0.4041,7707,0.3604,7992
ADAD2,6,0.4041,7708,0.3604,7991
CRIP3,6,0.4042,7709,0.3604,7990
C16orf95,6,0.4042,7710,0.3605,7993
CCL4,6,0.4043,7711,0.3606,7997
FAM153A,6,0.4043,7712,0.3606,7994
IFNGR1,6,0.4043,7713,0.3606,7995
STOX1,6,0.4043,7714,0.3607,7998
ZC2HC1C,6,0.4043,7715,0.3607,7999
CYBA,6,0.4043,7716,0.3608,8000
STIM1,6,0.4044,7717,0.3608,8003
SPAG5,6,0.4044,7718,0.3608,8004
hsa-mir-181d,4,0.4044,7719,0.3129,6991
HES2,6,0.4044,7720,0.3611,8009
FAM101A,6,0.4044,7721,0.3611,8007
NonTargetingControlGuideForHuman_0223,2,0.4044,7722,0.1506,3415
VIM,6,0.4045,7723,0.3611,8010
COPS3,6,0.4045,7724,0.3611,8008
NLGN4Y,6,0.4045,7725,0.3611,8011
HAL,6,0.4045,7726,0.3611,8005
COL6A1,6,0.4045,7727,0.3611,8006
ACER2,6,0.4045,7728,0.3611,8012
TSPAN14,6,0.4046,7729,0.3612,8015
GALNT14,6,0.4046,7730,0.3612,8014
APEX2,6,0.4046,7731,0.3612,8017
POU2F1,6,0.4046,7732,0.3612,8016
OR14A16,6,0.4046,7733,0.3612,8013
C12orf54,4,0.4046,7734,0.3131,6996
C17orf105,6,0.4046,7735,0.3613,8020
RNF186,6,0.4047,7736,0.3613,8019
ACSF3,6,0.4048,7737,0.3613,8021
PTGER4,6,0.4048,7738,0.3613,8022
KLK14,6,0.4048,7739,0.3613,8018
DNAJB9,6,0.4049,7740,0.3614,8025
LGALS16,6,0.4049,7741,0.3614,8027
TMCO5A,6,0.4049,7742,0.3614,8026
SLFN11,6,0.405,7743,0.3614,8024
RALBP1,6,0.405,7744,0.3619,8033
hsa-mir-518b,4,0.405,7745,0.3137,7016
NonTargetingControlGuideForHuman_0739,2,0.4051,7746,0.1511,3427
CELF6,6,0.4051,7747,0.3619,8031
hsa-mir-585,4,0.4051,7748,0.3137,7014
FLOT1,6,0.4051,7749,0.3619,8032
RAB4A,6,0.4051,7750,0.3619,8029
DRG2,6,0.4051,7751,0.3619,8030
CXorf27,6,0.4052,7752,0.3619,8034
MXRA5,6,0.4052,7753,0.362,8036
AURKB,6,0.4052,7754,0.362,8037
ZNF93,6,0.4053,7755,0.362,8035
LYPD2,6,0.4053,7756,0.3621,8038
TMEM247,6,0.4053,7757,0.3622,8039
SLC26A5,6,0.4054,7758,0.3623,8040
FBXW7,6,0.4054,7759,0.3623,8042
OR10G7,6,0.4054,7760,0.3623,8044
S100A4,6,0.4054,7761,0.3624,8046
ART1,6,0.4055,7762,0.3624,8045
KLHL8,6,0.4055,7763,0.3625,8047
GFAP,6,0.4056,7764,0.3626,8053
CORO1C,6,0.4056,7765,0.3626,8049
SHPK,6,0.4056,7766,0.3626,8052
FAM156A,6,0.4056,7767,0.3626,8050
ZFP36L1,6,0.4056,7768,0.3626,8055
NOXA1,6,0.4057,7769,0.363,8058
HPS1,6,0.4057,7770,0.363,8060
ZNF680,6,0.4058,7771,0.363,8059
GPR148,6,0.4058,7772,0.3631,8061
hsa-mir-221,4,0.4059,7773,0.3147,7030
PASK,6,0.4059,7774,0.3631,8065
DPH7,6,0.406,7775,0.3631,8062
KAT6B,6,0.406,7776,0.3631,8064
VEPH1,6,0.406,7777,0.3631,8069
SUV39H2,6,0.406,7778,0.3631,8063
PIGO,6,0.406,7779,0.3631,8068
PPP2R3B_Y,6,0.406,7780,0.3631,8066
PPP2R3B_X,6,0.4061,7781,0.3631,8067
SIGLEC15,6,0.4061,7782,0.3633,8071
NTN4,6,0.4061,7783,0.3633,8072
HIST2H3D,6,0.4062,7784,0.3633,8070
BARX1,6,0.4062,7785,0.3635,8074
SASH1,6,0.4063,7786,0.3635,8075
ADM2,6,0.4063,7787,0.3636,8078
NonTargetingControlGuideForHuman_0845,2,0.4063,7788,0.1521,3444
SRMS,6,0.4063,7789,0.3636,8082
RNF8,6,0.4064,7790,0.3636,8081
FAM65A,6,0.4064,7791,0.3636,8084
ANKRD54,6,0.4064,7792,0.3636,8080
RNF20,6,0.4065,7793,0.3636,8077
SHOX2,6,0.4065,7794,0.3636,8076
ACSM2B,6,0.4065,7795,0.3636,8083
C10orf88,6,0.4066,7796,0.3636,8079
FAM213A,6,0.4066,7797,0.3637,8085
PPIG,6,0.4067,7798,0.3638,8086
DEFB113,6,0.4069,7799,0.3645,8090
P2RY11,6,0.4069,7800,0.3645,8091
RORA,6,0.4069,7801,0.3646,8092
DCUN1D4,6,0.407,7802,0.3647,8097
DHRS4L2,6,0.407,7803,0.3647,8094
SLC2A3,6,0.407,7804,0.3647,8098
BCL2L13,6,0.4071,7805,0.3647,8095
ZNF812,6,0.4071,7806,0.3647,8096
NEK2,6,0.4071,7807,0.3647,8093
ZNF607,6,0.4071,7808,0.3648,8103
SLC1A3,6,0.4071,7809,0.3648,8104
C3,6,0.4072,7810,0.3648,8099
hsa-mir-8062,4,0.4073,7811,0.3162,7063
TRPV2,6,0.4073,7812,0.3648,8101
AUTS2,6,0.4073,7813,0.3648,8102
RBM25,6,0.4074,7814,0.3648,8100
RALGAPA2,6,0.4074,7815,0.3649,8109
CTH,6,0.4075,7816,0.3649,8105
PHF7,6,0.4075,7817,0.3649,8111
RIMS1,6,0.4075,7818,0.3649,8110
BRSK1,6,0.4075,7819,0.3649,8107
SNAI1,6,0.4075,7820,0.3649,8106
COL4A4,6,0.4076,7821,0.3649,8108
ZCCHC12,6,0.4076,7822,0.365,8115
C14orf159,6,0.4077,7823,0.365,8113
NDRG2,6,0.4077,7824,0.365,8114
PAGE2,6,0.4077,7825,0.365,8116
WDR5,6,0.4077,7826,0.365,8112
GNAT3,6,0.4078,7827,0.3652,8120
CBS,6,0.4078,7828,0.3652,8117
GABPA,6,0.4078,7829,0.3652,8118
BPIFB1,6,0.4078,7830,0.3652,8119
hsa-mir-3935,4,0.4078,7831,0.3167,7072
TBC1D1,6,0.4078,7832,0.3653,8125
MAF1,6,0.4079,7833,0.3653,8126
FOSL2,6,0.4079,7834,0.3653,8121
P4HB,6,0.4079,7835,0.3653,8122
KLHL42,6,0.4079,7836,0.3653,8124
hsa-mir-599,4,0.4079,7837,0.3167,7073
TMEM59,6,0.4079,7838,0.3655,8129
TRIM60,6,0.4079,7839,0.3655,8132
FZD5,6,0.4079,7840,0.3655,8128
APOM,6,0.4079,7841,0.3655,8130
RARA,6,0.4079,7842,0.3655,8131
OR2A12,6,0.4079,7843,0.3655,8127
PLCH1,6,0.408,7844,0.3656,8134
ZNF705A,6,0.408,7845,0.3656,8133
POP4,6,0.408,7846,0.3657,8135
PPM1K,6,0.408,7847,0.3657,8139
DPP3,6,0.4081,7848,0.3657,8136
TXNDC5,6,0.4081,7849,0.3657,8137
MAP3K2,6,0.4081,7850,0.3657,8138
C14orf177,6,0.4082,7851,0.3658,8140
RCBTB1,6,0.4082,7852,0.3659,8143
CTNNB1,6,0.4082,7853,0.3659,8146
DDX42,6,0.4083,7854,0.3659,8145
CLCN7,6,0.4083,7855,0.3659,8142
TOX4,6,0.4083,7856,0.3659,8144
CSNK1D,6,0.4084,7857,0.3659,8141
UGDH,6,0.4084,7858,0.366,8147
TMEM39A,6,0.4086,7859,0.3665,8150
NAT8B,6,0.4086,7860,0.3666,8152
DAZL,6,0.4086,7861,0.3668,8156
CETN1,6,0.4087,7862,0.3668,8155
TNKS1BP1,6,0.4087,7863,0.3668,8154
DEFB112,6,0.4087,7864,0.3669,8160
RASGRP4,6,0.4087,7865,0.3669,8162
hsa-mir-3658,4,0.4088,7866,0.318,7115
OCA2,6,0.4089,7867,0.3669,8161
TMCC1,6,0.4089,7868,0.3669,8159
PDZD9,6,0.4089,7869,0.3669,8157
ST6GAL2,6,0.409,7870,0.3669,8158
SERPINE1,6,0.409,7871,0.367,8163
hsa-mir-7157,4,0.4091,7872,0.3181,7118
SOBP,6,0.4091,7873,0.3673,8164
BEST4,6,0.4092,7874,0.3674,8165
hsa-mir-3174,4,0.4092,7875,0.3186,7128
ZNF28,6,0.4092,7876,0.3675,8166
EYS,6,0.4092,7877,0.3676,8167
MME,6,0.4093,7878,0.368,8174
KCNV2,6,0.4093,7879,0.368,8171
PAIP2B,6,0.4094,7880,0.368,8173
EMC9,6,0.4094,7881,0.368,8172
RPS4Y1,6,0.4095,7882,0.368,8175
LCT,6,0.4095,7883,0.3681,8176
CSNK1A1L,6,0.4095,7884,0.3682,8178
AKR7A3,6,0.4096,7885,0.3684,8180
CHRD,6,0.4096,7886,0.3685,8182
CDC25C,6,0.4096,7887,0.3685,8187
CSAD,6,0.4096,7888,0.3685,8185
VAV1,6,0.4096,7889,0.3685,8183
CEBPG,6,0.4096,7890,0.3685,8181
WNT5A,6,0.4097,7891,0.3685,8186
LPIN2,6,0.4098,7892,0.3687,8192
PSMA1,6,0.4098,7893,0.3687,8190
ACOT6,6,0.4098,7894,0.3687,8189
NonTargetingControlGuideForHuman_0042,2,0.4099,7895,0.155,3516
ARHGAP19,6,0.4099,7896,0.3687,8191
PPRC1,6,0.4101,7897,0.3688,8194
HLA-DMA,6,0.4101,7898,0.3688,8193
PRAC1,6,0.4101,7899,0.3689,8195
TMEM252,6,0.4102,7900,0.369,8196
BCCIP,6,0.4102,7901,0.3691,8198
ARIH1,6,0.4102,7902,0.3691,8201
GSG2,6,0.4102,7903,0.3691,8197
PLEKHH1,6,0.4102,7904,0.3691,8200
KMT2A,6,0.4103,7905,0.3692,8204
LSS,6,0.4103,7906,0.3692,8205
MAN2B1,6,0.4103,7907,0.3692,8208
GLYATL2,6,0.4104,7908,0.3692,8202
ADAT1,6,0.4104,7909,0.3692,8207
SH3BGR,6,0.4105,7910,0.3692,8203
VANGL2,6,0.4105,7911,0.3692,8206
NUP210L,6,0.4105,7912,0.3692,8209
IFIT5,6,0.4106,7913,0.3693,8211
BACH1,6,0.4106,7914,0.3693,8210
LOC100652824,6,0.4107,7915,0.3696,8217
HMGN5,6,0.4107,7916,0.3697,8219
OR52B4,6,0.4108,7917,0.3697,8218
NonTargetingControlGuideForHuman_0885,2,0.4108,7918,0.156,3547
JHDM1D,6,0.4109,7919,0.3699,8220
SHCBP1,6,0.411,7920,0.3702,8225
MED10,6,0.4111,7921,0.3702,8229
hsa-mir-4770,4,0.4111,7922,0.3213,7165
NonTargetingControlGuideForHuman_0842,2,0.4111,7923,0.156,3548
NonTargetingControlGuideForHuman_0868,2,0.4112,7924,0.1561,3550
GPR64,6,0.4112,7925,0.3702,8221
ZNF862,6,0.4113,7926,0.3702,8227
CCM2,6,0.4113,7927,0.3702,8230
PLA2G10,6,0.4113,7928,0.3702,8222
TEX12,6,0.4113,7929,0.3702,8226
SIGLEC5,6,0.4113,7930,0.3702,8224
C10orf128,6,0.4114,7931,0.3702,8223
TTLL11,6,0.4114,7932,0.3702,8228
ZNF74,6,0.4115,7933,0.3703,8231
JAM2,6,0.4115,7934,0.3704,8232
SERTAD4,6,0.4115,7935,0.3704,8234
SVOPL,6,0.4115,7936,0.3704,8235
OR51G2,6,0.4116,7937,0.3704,8233
HIST2H2AC,6,0.4116,7938,0.3706,8238
SH3BP5L,6,0.4116,7939,0.3706,8236
SPNS3,6,0.4116,7940,0.3706,8237
CD300LD,6,0.4117,7941,0.3708,8239
OAS3,6,0.4117,7942,0.3708,8243
DPP10,6,0.4118,7943,0.3708,8241
AADACL2,6,0.4118,7944,0.3708,8240
OR8A1,6,0.412,7945,0.3711,8244
ZNF506,6,0.412,7946,0.3712,8246
ZMYND15,6,0.4122,7947,0.3713,8247
GCHFR,6,0.4122,7948,0.3714,8248
SLK,6,0.4122,7949,0.3714,8249
PUS10,6,0.4122,7950,0.3715,8252
BEX2,6,0.4122,7951,0.3715,8250
CLDN6,6,0.4123,7952,0.3715,8251
CSF1R,6,0.4123,7953,0.3716,8260
BCKDHB,6,0.4124,7954,0.3716,8259
TSSK1B,6,0.4124,7955,0.3716,8257
LOC100288255,6,0.4124,7956,0.3716,8253
NCKIPSD,6,0.4125,7957,0.3716,8256
RNF13,6,0.4125,7958,0.3716,8255
DKK1,6,0.4125,7959,0.3716,8254
PAAF1,6,0.4125,7960,0.3716,8258
hsa-mir-941-1,4,0.4125,7961,0.3227,7201
ARRB2,6,0.4126,7962,0.3716,8261
GEMIN7,6,0.4126,7963,0.3716,8262
KIRREL2,6,0.4126,7964,0.3719,8264
SPANXC,6,0.4126,7965,0.3719,8263
ZNF682,6,0.4127,7966,0.372,8265
TNNI2,6,0.4129,7967,0.3724,8273
EDC4,6,0.4129,7968,0.3724,8274
C12orf66,6,0.4129,7969,0.3724,8272
CCDC179,6,0.4129,7970,0.3724,8275
NonTargetingControlGuideForHuman_0661,2,0.413,7971,0.1574,3580
OR56B4,6,0.413,7972,0.3724,8271
RPS6KB1,6,0.4131,7973,0.3724,8268
hsa-mir-518f,3,0.4132,7974,0.2664,5983
ZSWIM7,6,0.4132,7975,0.3724,8276
FAM184A,6,0.4132,7976,0.3724,8269
KIF14,6,0.4132,7977,0.3724,8270
HBB,6,0.4132,7978,0.3725,8277
DPYSL3,6,0.4133,7979,0.3725,8278
MAGEA10,6,0.4134,7980,0.3727,8281
FAM92B,6,0.4134,7981,0.3727,8280
ANXA2,6,0.4136,7982,0.3732,8285
RFWD3,6,0.4137,7983,0.3732,8284
ANKS6,6,0.4138,7984,0.3732,8282
ADAL,6,0.4138,7985,0.3732,8283
PPP1R14A,6,0.4138,7986,0.3733,8287
EME2,6,0.414,7987,0.3733,8286
ZCCHC10,6,0.414,7988,0.3734,8288
ZNF556,6,0.414,7989,0.3734,8290
hsa-mir-4457,4,0.4141,7990,0.3244,7249
RABEP2,6,0.4141,7991,0.3734,8289
BCL6B,6,0.4141,7992,0.3735,8291
OR4N2,6,0.4142,7993,0.3736,8292
hsa-mir-4254,4,0.4142,7994,0.3246,7252
ZMYM4,6,0.4143,7995,0.3737,8293
TP53I13,6,0.4143,7996,0.3739,8294
CCDC116,6,0.4144,7997,0.3739,8300
MAGT1,6,0.4144,7998,0.3739,8296
OR8U1,6,0.4144,7999,0.3739,8299
ASB5,6,0.4144,8000,0.3739,8297
LTBR,6,0.4144,8001,0.3739,8298
hsa-mir-3689c,4,0.4145,8002,0.325,7258
BMS1,6,0.4145,8003,0.3739,8295
MOBP,6,0.4145,8004,0.3741,8308
AKR7A2,6,0.4146,8005,0.3741,8315
FAM129B,6,0.4146,8006,0.3741,8306
GLB1L,6,0.4146,8007,0.3741,8303
RNF144A,6,0.4146,8008,0.3741,8301
hsa-mir-4531,4,0.4146,8009,0.3256,7267
KRTAP11-1,6,0.4146,8010,0.3741,8309
ZNF774,6,0.4146,8011,0.3741,8313
hsa-mir-6859-2,4,0.4147,8012,0.3257,7274
NonTargetingControlGuideForHuman_0315,2,0.4147,8013,0.1584,3605
ZNF547,6,0.4147,8014,0.3741,8314
MICA,6,0.4147,8015,0.3741,8304
SERINC2,6,0.4148,8016,0.3741,8311
SLMO2,6,0.4148,8017,0.3741,8310
ST3GAL2,6,0.4148,8018,0.3741,8302
HMGB4,6,0.4148,8019,0.3741,8307
SERINC5,6,0.4148,8020,0.3741,8312
DPH3P1,6,0.4149,8021,0.3741,8305
ZNF136,6,0.4149,8022,0.3741,8316
SECISBP2L,6,0.4149,8023,0.3742,8318
RAB26,6,0.4149,8024,0.3742,8317
NonTargetingControlGuideForHuman_0884,2,0.415,8025,0.1587,3613
PCSK7,6,0.4151,8026,0.3744,8320
RNFT2,6,0.4151,8027,0.3744,8319
UNK,6,0.4151,8028,0.3745,8324
ZNF268,6,0.4152,8029,0.3745,8328
RAPSN,6,0.4152,8030,0.3745,8326
MTX1,6,0.4152,8031,0.3745,8323
ATXN7L3B,6,0.4152,8032,0.3745,8325
KRTAP5-3,6,0.4152,8033,0.3745,8321
LILRB5,6,0.4154,8034,0.3745,8327
AHDC1,6,0.4154,8035,0.3745,8322
hsa-mir-15a,4,0.4154,8036,0.3262,7288
TMED6,6,0.4154,8037,0.3748,8330
KIF17,6,0.4154,8038,0.3748,8329
CLMN,6,0.4155,8039,0.3749,8334
SLC30A10,6,0.4155,8040,0.3749,8333
CPOX,6,0.4155,8041,0.3749,8335
FAM20A,6,0.4155,8042,0.3749,8331
UQCRC2,6,0.4155,8043,0.3749,8332
DSCR6,6,0.4156,8044,0.3749,8337
hsa-mir-2355,4,0.4156,8045,0.3264,7293
SAPCD1,6,0.4157,8046,0.375,8338
CYP11B1,6,0.4158,8047,0.3751,8339
LMOD3,6,0.4158,8048,0.3753,8341
MAMDC2,6,0.4158,8049,0.3753,8340
ZADH2,6,0.4158,8050,0.3753,8342
TARSL2,6,0.4159,8051,0.3755,8343
RTN4IP1,6,0.4159,8052,0.3756,8344
RNF103-CHMP3,6,0.416,8053,0.3757,8345
NonTargetingControlGuideForHuman_0899,2,0.416,8054,0.1595,3636
MRPL20,6,0.416,8055,0.3758,8347
BYSL,6,0.416,8056,0.3758,8349
NonTargetingControlGuideForHuman_0067,2,0.416,8057,0.1596,3639
NT5M,6,0.4161,8058,0.3759,8350
MAMSTR,6,0.4162,8059,0.3759,8352
CD79B,6,0.4162,8060,0.3759,8353
hsa-mir-146a,4,0.4163,8061,0.3274,7321
SDC3,6,0.4163,8062,0.3759,8351
LRRFIP2,6,0.4164,8063,0.376,8354
DOCK6,6,0.4164,8064,0.3761,8355
OR4Q3,6,0.4166,8065,0.3764,8359
SLC4A11,6,0.4166,8066,0.3764,8361
RAP1GDS1,6,0.4166,8067,0.3764,8360
KIFC2,6,0.4166,8068,0.3764,8358
INPP5K,6,0.4167,8069,0.3764,8362
KLHL5,6,0.4168,8070,0.3766,8363
LUM,6,0.4168,8071,0.3766,8364
NonTargetingControlGuideForHuman_0099,2,0.4168,8072,0.1597,3641
OR52N2,6,0.4169,8073,0.3767,8366
CDK5R2,6,0.4169,8074,0.3767,8365
GBX1,6,0.417,8075,0.3768,8368
MAFK,6,0.4171,8076,0.3769,8370
ZBTB45,6,0.4172,8077,0.3771,8373
SLC25A33,6,0.4173,8078,0.3772,8376
OR11H2,6,0.4173,8079,0.3772,8378
ACHE,6,0.4173,8080,0.3772,8375
hsa-mir-4514,4,0.4173,8081,0.329,7358
GMPPA,6,0.4173,8082,0.3772,8377
KCNMB1,6,0.4174,8083,0.3773,8380
MED22,6,0.4174,8084,0.3773,8381
NFIB,6,0.4174,8085,0.3773,8379
ZMAT2,6,0.4175,8086,0.3775,8382
DOK1,6,0.4176,8087,0.3777,8384
MKKS,6,0.4177,8088,0.3778,8386
LRRC48,6,0.4177,8089,0.3778,8385
hsa-mir-5706,4,0.4179,8090,0.3297,7363
ZNF843,6,0.4179,8091,0.3782,8391
DNAJB6,6,0.4179,8092,0.3782,8389
CD79A,6,0.418,8093,0.3782,8392
INO80B,6,0.418,8094,0.3782,8390
ADAM21,6,0.418,8095,0.3782,8388
ADORA2B,6,0.4181,8096,0.3784,8397
CYP2C18,6,0.4182,8097,0.3784,8393
FAM221B,6,0.4182,8098,0.3784,8395
hsa-mir-4537,4,0.4182,8099,0.3298,7367
GLS,6,0.4182,8100,0.3784,8394
PSMA2,6,0.4183,8101,0.3786,8399
ARHGAP24,6,0.4183,8102,0.3786,8400
KIFAP3,6,0.4184,8103,0.3786,8401
ZC3H12B,6,0.4184,8104,0.3786,8398
DGCR8,6,0.4185,8105,0.379,8404
MYRF,6,0.4186,8106,0.3792,8406
CALR3,6,0.4188,8107,0.3794,8409
AURKAIP1,6,0.4188,8108,0.3794,8410
SNED1,6,0.4188,8109,0.3796,8411
ABCB10,6,0.4189,8110,0.3796,8412
TMEM248,6,0.4189,8111,0.3797,8413
GOPC,6,0.419,8112,0.38,8417
ZCCHC24,6,0.4191,8113,0.3801,8421
COTL1,6,0.4191,8114,0.3801,8419
KCNRG,6,0.4192,8115,0.3801,8418
C5orf48,6,0.4192,8116,0.3804,8423
APOE,6,0.4192,8117,0.3804,8422
SCUBE2,6,0.4193,8118,0.3805,8425
SST,6,0.4194,8119,0.3805,8427
NonTargetingControlGuideForHuman_0055,2,0.4194,8120,0.161,3680
INTS6,6,0.4194,8121,0.3805,8429
URB2,6,0.4194,8122,0.3805,8428
C10orf107,6,0.4195,8123,0.3805,8426
SH3GL1,6,0.4196,8124,0.3805,8424
hsa-mir-147b,4,0.4196,8125,0.332,7420
HAUS3,6,0.4196,8126,0.3807,8431
DPP8,6,0.4197,8127,0.3808,8433
QRSL1,6,0.4197,8128,0.3808,8436
POLDIP3,6,0.4198,8129,0.3809,8437
MRPL37,6,0.4199,8130,0.3811,8440
GPANK1,6,0.4199,8131,0.3811,8441
MAGEF1,6,0.4199,8132,0.3813,8445
SNTG2,6,0.4199,8133,0.3813,8444
KLHL34,6,0.42,8134,0.3813,8443
NDUFA13,6,0.42,8135,0.3813,8442
CCDC23,6,0.4201,8136,0.3814,8452
VMA21,6,0.4201,8137,0.3814,8460
SPATS2L,6,0.4201,8138,0.3814,8461
PI4KB,6,0.4201,8139,0.3814,8457
CTSE,6,0.4201,8140,0.3814,8454
ULBP3,6,0.4202,8141,0.3814,8459
SH2D4B,6,0.4202,8142,0.3814,8446
FAM162B,6,0.4202,8143,0.3814,8453
BANF1,6,0.4202,8144,0.3814,8455
WDR46,6,0.4202,8145,0.3814,8451
CASKIN2,6,0.4202,8146,0.3814,8450
hsa-mir-936,4,0.4203,8147,0.3323,7435
RAB27A,6,0.4203,8148,0.3814,8447
SOX15,6,0.4203,8149,0.3814,8458
CHPT1,6,0.4203,8150,0.3814,8448
C1QTNF9B-AS1,6,0.4204,8151,0.3815,8462
RAPGEF3,6,0.4205,8152,0.3816,8464
RNF183,6,0.4205,8153,0.3816,8463
MSANTD3-TMEFF1,6,0.4205,8154,0.3817,8465
TRIM41,6,0.4206,8155,0.3818,8468
OLAH,6,0.4207,8156,0.3818,8466
FAM96A,6,0.4207,8157,0.3819,8471
NonTargetingControlGuideForHuman_0964,2,0.4207,8158,0.1619,3708
SP3,6,0.4207,8159,0.3819,8470
BEND3,6,0.4207,8160,0.3819,8469
hsa-mir-4708,4,0.4209,8161,0.3329,7449
CYB5D2,6,0.4209,8162,0.3821,8473
C17orf99,6,0.4209,8163,0.3821,8472
GTSF1L,6,0.421,8164,0.3823,8474
C12orf29,6,0.4212,8165,0.3825,8475
SRD5A2,6,0.4212,8166,0.3826,8478
PCDHA4,6,0.4212,8167,0.3826,8477
ERCC5,6,0.4212,8168,0.3826,8476
CYLC1,5,0.4213,8169,0.3617,8028
VPS8,6,0.4213,8170,0.3829,8484
NIT1,6,0.4213,8171,0.3829,8481
HK2,6,0.4213,8172,0.3829,8482
NonTargetingControlGuideForHuman_0138,2,0.4214,8173,0.1623,3716
AGO1,6,0.4214,8174,0.3829,8483
DPP6,6,0.4214,8175,0.383,8486
TFCP2,6,0.4215,8176,0.383,8485
LMO3,6,0.4215,8177,0.3832,8488
INCA1,6,0.4216,8178,0.3832,8487
MED26,6,0.4216,8179,0.3833,8489
HINT2,6,0.4216,8180,0.3834,8491
OR7G1,6,0.4217,8181,0.3834,8490
ANKRD66,6,0.4217,8182,0.3835,8493
MTRNR2L8,4,0.4217,8183,0.3335,7468
MTRNR2L1,4,0.4217,8184,0.3335,7469
GFRA2,6,0.4217,8185,0.3835,8492
PAK7,6,0.4218,8186,0.3835,8495
RIMS4,6,0.4218,8187,0.3836,8500
