id,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
NR2E1,0.029687,0.09105,0.912462,1894,3,3.7631
SLC7A1,0.029731,0.091178,0.913265,1895,3,2.9526
RHOJ,0.029811,0.0914,0.914963,1896,3,2.1095
AQP1,0.029828,0.091444,0.914963,1897,2,2.1943
KBTBD3,0.029989,0.091864,0.91795,1898,2,-0.10482
ZSCAN21,0.030004,0.091894,0.91795,1899,4,2.9496
SLAMF8,0.030011,0.09191,0.91795,1900,4,0.82685
NYAP2,0.030041,0.092004,0.91795,1901,1,-0.61688
UBE2R2,0.030059,0.092057,0.91795,1902,3,3.5528
PLCD3,0.030125,0.092231,0.91795,1903,4,1.1548
MAEL,0.030129,0.09224,0.91795,1904,4,1.334
CACNG2,0.030144,0.092288,0.91795,1905,2,1.7933
ZNF177,0.030182,0.092395,0.91795,1906,4,0.83843
SNRPN,0.030193,0.09243,0.91795,1907,3,2.6297
OR4N2,0.03024,0.09256,0.91795,1908,4,2.9035
MYL1,0.030247,0.092581,0.91795,1909,1,-1.337
KIAA0430,0.030269,0.092631,0.91795,1910,3,2.6131
C4A,0.030282,0.092657,0.91795,1911,4,1.7185
OR51F2,0.030289,0.092676,0.91795,1912,4,2.0074
RBM27,0.030299,0.092703,0.91795,1913,2,-0.89061
BPIFB4,0.030345,0.092837,0.91795,1914,3,2.2608
UPP1,0.030351,0.092854,0.91795,1915,2,0.080925
SRSF2,0.030355,0.09287,0.91795,1916,4,1.9448
DEFB124,0.030393,0.092976,0.91795,1917,3,3.4831
CALCOCO1,0.030402,0.092999,0.91795,1918,1,-0.35185
C9orf57,0.030408,0.093017,0.91795,1919,4,1.155
NDUFV2,0.030416,0.09304,0.91795,1920,4,0.60196
GGN,0.030424,0.093056,0.91795,1921,4,1.5847
SLC29A3,0.030439,0.093102,0.91795,1922,4,1.2007
DNAH14,0.030447,0.093121,0.91795,1923,4,3.3721
N4BP2L2,0.030454,0.093133,0.91795,1924,1,-1.1843
FAM161B,0.030455,0.093135,0.91795,1925,4,1.4733
NKG7,0.030491,0.093228,0.918294,1926,3,2.0737
ACCSL,0.030505,0.093268,0.918294,1927,2,0.33769
NFE2,0.030532,0.093351,0.918294,1928,4,1.1811
DNASE2B,0.030539,0.093364,0.918294,1929,4,1.1729
C14orf37,0.030557,0.09341,0.918294,1930,1,-0.96304
P3H4,0.030675,0.09373,0.918475,1931,4,0.87869
CLDN34,0.030678,0.093739,0.918475,1932,4,2.2103
ACTL8,0.030712,0.093836,0.918475,1933,3,0.30537
OBP2B,0.030717,0.093851,0.918475,1934,4,1.392
GFRA2,0.03073,0.09388,0.918475,1935,3,3.077
HAS2,0.030731,0.093883,0.918475,1936,3,3.5893
GRM3,0.030737,0.093901,0.918475,1937,3,3.0077
ZNF736,0.030748,0.093931,0.918475,1938,3,3.6306
WFDC6,0.030763,0.09397,0.918475,1939,3,2.1211
SERTAD1,0.03078,0.094019,0.918475,1940,3,3.4647
RILPL2,0.030815,0.09411,0.918475,1941,3,1.5063
RNFT1,0.030826,0.094143,0.918475,1942,4,1.0793
ANKRD36B,0.030834,0.094168,0.918475,1943,4,1.0282
MAGIX,0.030857,0.094245,0.918475,1944,3,2.3559
MYH7B,0.030862,0.094261,0.918475,1945,3,3.7025
NEFL,0.030866,0.094281,0.918475,1946,3,2.6431
MIOX,0.030893,0.094345,0.918475,1947,2,1.7892
SERPINB7,0.030913,0.094406,0.918475,1948,3,3.2369
HSBP1,0.030918,0.094417,0.918475,1949,3,2.8169
ASCC2,0.030934,0.094458,0.918475,1950,3,2.7355
IRS4,0.03095,0.094517,0.918475,1951,4,2.5315
EIF3K,0.030969,0.094569,0.918475,1952,2,0.070042
STRC,0.030975,0.094582,0.918475,1953,2,2.4178
PCDHB3,0.031024,0.094724,0.91935,1954,4,2.0217
CDK5R2,0.03104,0.094768,0.91935,1955,4,1.2725
TIFA,0.031088,0.094907,0.91976,1956,3,2.2911
LRP12,0.031149,0.095089,0.92082,1957,3,3.0782
ADIPOR1,0.031176,0.095173,0.92082,1958,1,-2.2154
SULT1C3,0.031177,0.095175,0.92082,1959,4,2.0219
OR10G9,0.03119,0.095209,0.92082,1960,3,2.9039
IL3,0.031242,0.095355,0.921074,1961,3,2.2544
GIMAP2,0.031242,0.095356,0.921074,1962,4,2.3579
CERS1,0.031272,0.095445,0.921074,1963,2,2.4209
PRSS42,0.031334,0.095623,0.921303,1964,3,2.8396
TMEM8B,0.031382,0.095749,0.921303,1965,3,0.80669
B9D2,0.031386,0.095764,0.921303,1966,3,2.0643
RABIF,0.031416,0.095839,0.921303,1967,4,1.9995
SDK1,0.031432,0.095884,0.921303,1968,4,1.7829
PPP1R17,0.031434,0.09589,0.921303,1969,1,-0.34915
DIO2,0.031447,0.09593,0.921303,1970,2,2.6072
SULT4A1,0.031458,0.095952,0.921303,1971,4,3.2532
VSTM2L,0.031469,0.095991,0.921303,1972,3,2.0891
TMEM168,0.03148,0.096023,0.921303,1973,4,1.074
DNM1,0.031502,0.096087,0.921303,1974,3,2.6185
KLHDC8B,0.031537,0.096179,0.921303,1975,1,-2.9047
GLRA2,0.031551,0.096214,0.921303,1976,4,0.53801
KLK10,0.031618,0.096377,0.921303,1977,4,0.85672
ZNF853,0.031664,0.096495,0.921303,1978,3,3.362
PITPNM3,0.031691,0.096575,0.921303,1979,3,1.3925
C1orf110,0.031709,0.096621,0.921303,1980,4,1.9409
PCDHGA8,0.031743,0.09671,0.921303,1981,2,0.22961
ASCC3,0.03175,0.0793,0.902604,1982,3,3.6597
SENP8,0.031778,0.096808,0.921303,1983,3,2.817
IL13,0.031794,0.096844,0.921303,1984,3,1.0912
PICK1,0.031824,0.096928,0.921303,1985,4,1.762
ZNF808,0.031846,0.096989,0.921303,1986,3,1.6998
SMIM10,0.031876,0.097061,0.921303,1987,3,1.926
ISM2,0.031887,0.097087,0.921303,1988,3,2.1523
C17orf49,0.031908,0.07966,0.902604,1989,1,-0.13443
KLHL9,0.031913,0.09715,0.921303,1990,2,2.0685
HIST3H2A,0.031931,0.097203,0.921303,1991,3,1.999
OR1K1,0.031943,0.097231,0.921303,1992,3,2.2363
C20orf96,0.031944,0.097235,0.921303,1993,4,1.5234
SEMA4D,0.031968,0.097298,0.921303,1994,4,2.5838
FN3KRP,0.031975,0.097317,0.921303,1995,2,1.9754
SETD3,0.031976,0.097321,0.921303,1996,3,3.109
TMPRSS11A,0.032024,0.097448,0.921303,1997,4,0.90977
MTRNR2L8,0.032052,0.097521,0.921303,1998,2,1.5898
VDR,0.032056,0.097529,0.921303,1999,4,0.76997
KLHL25,0.032068,0.097558,0.921303,2000,4,1.0338
SEPW1,0.032103,0.097654,0.921303,2001,1,-2.3177
DUSP13,0.032112,0.097674,0.921303,2002,4,2.7492
ANKRD20A1,0.032136,0.097738,0.921303,2003,4,2.5455
MIER3,0.032144,0.097763,0.921303,2004,4,0.87889
BASP1,0.032162,0.097814,0.921303,2005,2,2.073
SH3BGRL2,0.0322,0.097921,0.921303,2006,4,1.2363
TNC,0.032204,0.09793,0.921303,2007,4,1.0984
HPX,0.032212,0.097952,0.921303,2008,4,1.22
SNX20,0.032224,0.097988,0.921303,2009,4,1.647
NEU3,0.032256,0.09807,0.921303,2010,3,2.6728
AKAP8,0.032257,0.098072,0.921303,2011,3,1.797
NPAP1,0.032287,0.098169,0.921303,2012,2,2.2674
FURIN,0.032291,0.098183,0.921303,2013,3,2.9938
KCNJ13,0.032359,0.098366,0.921303,2014,3,2.177
HOXD9,0.032361,0.098372,0.921303,2015,4,1.1255
TBC1D3B,0.032371,0.098395,0.921303,2016,3,3.3226
LRRC30,0.032373,0.098405,0.921303,2017,4,1.2903
SCYL2,0.032392,0.098456,0.921303,2018,2,1.7555
ZNF383,0.032402,0.098485,0.921303,2019,3,3.3736
FZD2,0.032404,0.098493,0.921303,2020,3,3.5428
TPPP2,0.032437,0.098578,0.921303,2021,4,2.236
ATP6V0A1,0.032441,0.09859,0.921303,2022,4,1.4511
LOC100129924,0.032464,0.098655,0.921303,2023,2,-0.53627
GIMAP6,0.032486,0.098721,0.921303,2024,4,3.1674
ATP5G3,0.032516,0.098797,0.921303,2025,3,0.56242
ERICH1,0.032537,0.081103,0.905151,2026,2,4.1054
ELMOD2,0.032539,0.098864,0.921303,2027,3,1.9807
LASP1,0.032551,0.098901,0.921303,2028,3,2.8239
PRSS54,0.032567,0.098942,0.921303,2029,3,2.974
LHX5,0.03258,0.098974,0.921303,2030,3,3.2267
SIDT2,0.032583,0.098987,0.921303,2031,4,2.4766
IMPACT,0.032587,0.098996,0.921303,2032,4,1.0032
POU3F2,0.032619,0.099092,0.921303,2033,2,0.48866
C3orf18,0.03263,0.099122,0.921303,2034,3,2.3488
SEPTIN2,0.032632,0.099127,0.921303,2035,3,2.784
SNX12,0.032664,0.099205,0.921303,2036,3,1.5815
LRIG2,0.03267,0.099219,0.921303,2037,3,0.48073
IL23A,0.03268,0.099244,0.921303,2038,4,1.7505
PMFBP1,0.032693,0.099279,0.921303,2039,3,3.3545
TEX261,0.032722,0.099348,0.921303,2040,3,0.58779
NIPA1,0.032737,0.099387,0.921303,2041,3,2.4272
ATXN3L,0.032737,0.099387,0.921303,2042,4,2.2296
PCK1,0.032744,0.099405,0.921303,2043,3,3.0667
ZSCAN26,0.032773,0.099486,0.921461,2044,2,1.6421
TDRD7,0.0328,0.099563,0.921461,2045,3,2.9349
PTPRE,0.032806,0.099583,0.921461,2046,3,2.7194
RBBP9,0.032821,0.099615,0.921461,2047,2,2.0057
BRINP2,0.032876,0.09976,0.921573,2048,2,0.29388
OR9Q2,0.032916,0.099881,0.921573,2049,4,2.1106
CUL9,0.032966,0.10003,0.921573,2050,3,2.497
LAIR1,0.032979,0.10007,0.921573,2051,2,-0.2714
SHISA8,0.033,0.10012,0.921573,2052,3,2.4388
B3GNT9,0.033022,0.10018,0.921573,2053,4,0.98418
CERCAM,0.033031,0.1002,0.921573,2054,3,1.2979
BSG,0.033031,0.1002,0.921573,2055,4,2.6135
CHRNB2,0.033073,0.10031,0.921573,2056,3,3.2391
CDHR5,0.033082,0.10033,0.921573,2057,1,-1.0704
AMBN,0.033097,0.10037,0.921573,2058,3,3.3881
PNMA5,0.033109,0.1004,0.921573,2059,3,2.0638
PSD4,0.033129,0.10046,0.921573,2060,4,2.1309
TMIGD3,0.033133,0.10048,0.921573,2061,2,1.0712
SCGB1A1,0.033185,0.10062,0.921573,2062,3,1.9831
DCDC5,0.033232,0.10075,0.921573,2063,2,2.3113
C10orf35,0.033269,0.10084,0.921573,2064,3,1.6581
ZHX1-C8orf76,0.033281,0.10088,0.921573,2065,3,1.896
PIK3C2B,0.033284,0.10089,0.921573,2066,3,2.5577
RNF220,0.033286,0.1009,0.921573,2067,3,2.3406
SNX33,0.033288,0.10091,0.921573,2068,2,0.55242
APOBR,0.033295,0.10093,0.921573,2069,2,1.8321
MAPT,0.033339,0.10104,0.921573,2070,3,2.4769
GJB2,0.033359,0.10109,0.921573,2071,4,1.5604
DEPDC7,0.033371,0.10113,0.921573,2072,4,2.5565
DNAJB2,0.03338,0.10116,0.921573,2073,4,1.069
NUFIP1,0.033391,0.10118,0.921573,2074,2,-0.086567
EIF2AK2,0.033396,0.10119,0.921573,2075,3,3.7362
NARF,0.033407,0.10122,0.921573,2076,3,2.4691
KANK1,0.033447,0.10134,0.922138,2077,3,3.1179
OR52L1,0.033486,0.10145,0.922138,2078,2,0.53195
C4orf26,0.033505,0.1015,0.922138,2079,3,1.7002
CASP8,0.033508,0.10151,0.922138,2080,4,0.77826
CD72,0.033517,0.10153,0.922138,2081,3,1.9311
XRN2,0.033545,0.10161,0.922138,2082,1,-2.0525
RUFY3,0.033561,0.10165,0.922138,2083,4,3.3517
PROSER2,0.033566,0.10167,0.922138,2084,4,1.2058
GADD45B,0.033597,0.10175,0.922265,2085,2,0.55846
OR5W2,0.033632,0.10184,0.922265,2086,4,0.62892
TSPAN33,0.033648,0.10188,0.922265,2087,2,-0.16995
FBXO24,0.033655,0.1019,0.922265,2088,3,2.4967
ACTR5,0.0337,0.10202,0.922265,2089,1,-0.75186
NEFH,0.033719,0.10206,0.922265,2090,3,2.6019
PEMT,0.033748,0.10214,0.922265,2091,4,1.8809
PCDHGA10,0.03379,0.10225,0.922265,2092,4,0.65398
MAST2,0.033803,0.10228,0.922265,2093,3,1.6107
ATP8B1,0.033811,0.10231,0.922265,2094,4,2.1678
GRASP,0.033857,0.10243,0.922265,2095,3,3.5047
CLEC9A,0.033879,0.10249,0.922265,2096,3,2.7702
ZNF660,0.033881,0.1025,0.922265,2097,3,2.8395
SPRR2D,0.0339,0.10255,0.922265,2098,3,3.4896
ADA,0.033905,0.10257,0.922265,2099,3,1.0237
PABPC1L2A,0.033915,0.10259,0.922265,2100,4,0.64998
SLC7A7,0.033921,0.1026,0.922265,2101,3,3.0985
LCE3C,0.033936,0.10265,0.922265,2102,4,2.3526
CATSPER1,0.033956,0.10269,0.922269,2103,4,1.9274
SCARA3,0.033986,0.10277,0.922459,2104,4,1.0887
TMX4,0.033997,0.10281,0.922459,2105,3,1.8357
OR4D1,0.03406,0.103,0.92258,2106,1,-1.2691
MAGEC2,0.03409,0.10309,0.92258,2107,3,1.7736
KANSL1L,0.034092,0.10309,0.92258,2108,2,2.2877
MFSD12,0.034103,0.10313,0.92258,2109,4,1.7803
KAT2A,0.034108,0.10314,0.92258,2110,3,3.7345
KIAA0408,0.034111,0.10315,0.92258,2111,2,0.31155
CHRNB3,0.034119,0.10318,0.92258,2112,3,3.4875
OR2T12,0.034156,0.10328,0.92258,2113,3,2.4455
CCDC34,0.034163,0.1033,0.92258,2114,2,0.42198
FAM134B,0.034166,0.10331,0.92258,2115,4,0.59937
NKRF,0.034242,0.10351,0.92399,2116,3,3.0508
ZHX3,0.034266,0.10358,0.924136,2117,2,0.12074
EPS8L1,0.034317,0.10371,0.924902,2118,1,-0.4215
SAE1,0.034347,0.085153,0.907683,2119,1,-1.8834
DNAJC22,0.034368,0.10384,0.925623,2120,1,-2.3482
BAP1,0.03442,0.104,0.925882,2121,3,1.0633
KRTAP5-11,0.034499,0.1042,0.925882,2122,2,1.9257
ATOX1,0.034523,0.10426,0.925882,2123,2,1.007
RXFP1,0.034574,0.10439,0.925882,2124,3,3.4687
GRAMD4,0.034581,0.0857,0.907683,2125,2,4.0005
PIGS,0.034585,0.10442,0.925882,2126,2,0.74182
KPNA7,0.034594,0.10445,0.925882,2127,3,1.8302
AAR2,0.034628,0.10452,0.925882,2128,2,2.344
SMC3,0.034641,0.10456,0.925882,2129,3,2.6423
OR7G1,0.034642,0.10456,0.925882,2130,4,2.4274
TMEM261,0.034642,0.10456,0.925882,2131,4,0.9348
GPHN,0.034642,0.10456,0.925882,2132,4,0.75289
RNF13,0.034649,0.10459,0.925882,2133,2,2.5709
PRICKLE2,0.034677,0.10466,0.925882,2134,2,0.67585
P2RX6,0.034692,0.10469,0.925882,2135,3,2.4851
ZSWIM4,0.0347,0.10471,0.925882,2136,3,2.1918
C8orf87,0.034728,0.1048,0.925882,2137,2,0.5158
IMMP1L,0.034735,0.10481,0.925882,2138,3,2.1945
VWA2,0.034757,0.10487,0.925882,2139,3,3.4303
GPR20,0.034778,0.10493,0.925882,2140,2,2.2264
NRCAM,0.034782,0.10494,0.925882,2141,4,1.4804
CHML,0.034829,0.10505,0.926437,2142,4,1.7256
NUDT16L1,0.034851,0.10511,0.926535,2143,4,0.55849
CBFB,0.034885,0.10521,0.926535,2144,4,0.71439
GP1BB,0.034889,0.10522,0.926535,2145,4,1.0187
CHGB,0.034918,0.1053,0.926535,2146,3,3.7655
OMD,0.03494,0.10535,0.926535,2147,4,0.60329
PTK2B,0.034985,0.10547,0.927143,2148,3,0.79019
MS4A6E,0.035037,0.10561,0.92764,2149,2,1.4411
PCDHGB6,0.03506,0.10567,0.92764,2150,4,1.0473
FZD1,0.035064,0.10568,0.92764,2151,4,0.96889
DCAF4L2,0.035081,0.10572,0.92764,2152,3,3.1811
ANKRD26,0.035124,0.10583,0.928102,2153,3,2.423
PCDH10,0.035137,0.10587,0.928102,2154,3,2.2306
PIK3R5,0.035167,0.10596,0.928439,2155,4,1.1294
WIPF2,0.035191,0.10602,0.928594,2156,3,1.1496
GSTM2,0.035266,0.10622,0.929906,2157,4,2.2774
TBL1Y,0.035316,0.10636,0.930039,2158,3,2.175
FBXL12,0.035327,0.10639,0.930039,2159,3,3.5084
TET2,0.035341,0.10642,0.930039,2160,2,1.8568
LIPF,0.035345,0.10643,0.930039,2161,2,0.14724
NUP214,0.035365,0.087502,0.9112,2162,3,2.4383
GDPGP1,0.035406,0.1066,0.930412,2163,2,2.6038
KIF20B,0.035416,0.10663,0.930412,2164,4,2.1402
PLCE1,0.035449,0.10671,0.930412,2165,3,3.6685
HOXB2,0.035498,0.10683,0.930412,2166,4,2.135
SPDYC,0.0355,0.10683,0.930412,2167,3,2.1446
ZNF707,0.035514,0.10686,0.930412,2168,2,1.8532
ABCC5,0.035533,0.10691,0.930412,2169,4,2.0394
AFF2,0.035537,0.10693,0.930412,2170,4,1.0712
HAPLN3,0.035551,0.10698,0.930412,2171,1,-0.46691
FRMD1,0.035572,0.10703,0.930412,2172,4,1.0462
SAC3D1,0.035593,0.10708,0.930412,2173,4,3.0355
STAC,0.035596,0.10709,0.930412,2174,3,2.3917
OR8I2,0.035601,0.10711,0.930412,2175,3,2.6786
ADAMTS15,0.035638,0.1072,0.930722,2176,3,1.8833
SLC28A3,0.035667,0.10727,0.930722,2177,4,1.429
PPP2CB,0.035674,0.10729,0.930722,2178,3,2.8952
SOX21,0.035734,0.10744,0.931634,2179,3,3.1002
SOGA1,0.035739,0.088327,0.9112,2180,1,-0.58228
WT1,0.03584,0.10772,0.931801,2181,4,0.61437
TMEM181,0.035841,0.10773,0.931801,2182,3,2.4701
CAMTA1,0.035855,0.088594,0.9112,2183,1,-0.24732
TGIF1,0.035863,0.10779,0.931801,2184,3,3.1203
TCL1A,0.035884,0.10785,0.931801,2185,3,2.0957
NUDT3,0.03589,0.10787,0.931801,2186,3,2.3883
GRID1,0.03591,0.10793,0.931801,2187,2,0.10855
CCL26,0.035936,0.10801,0.931801,2188,4,1.2775
EFNA2,0.035944,0.10803,0.931801,2189,3,2.6486
GTSE1,0.035962,0.10807,0.931801,2190,2,0.95277
ZNF256,0.035962,0.10807,0.931801,2191,3,2.6008
OR10W1,0.036002,0.10818,0.931801,2192,4,0.74709
DCAF8L1,0.036013,0.10821,0.931801,2193,2,0.020114
CLDN16,0.036016,0.10822,0.931801,2194,3,2.1908
FSCN3,0.036063,0.10834,0.931801,2195,4,2.7254
TIMM10B,0.036119,0.10848,0.931801,2196,3,1.5275
LUZP4,0.036125,0.1085,0.931801,2197,3,3.1949
SERPING1,0.036136,0.10853,0.931801,2198,3,3.0286
PITX3,0.036147,0.10855,0.931801,2199,3,2.8032
FSIP1,0.036167,0.10861,0.931801,2200,1,-1.6985
KCTD9,0.036172,0.10863,0.931801,2201,4,1.0767
C5orf38,0.03618,0.10866,0.931801,2202,2,2.4492
KNCN,0.036238,0.10883,0.931801,2203,4,3.1234
CLDN3,0.036252,0.10886,0.931801,2204,3,1.8419
CDX2,0.036257,0.10887,0.931801,2205,2,2.1691
PRDM4,0.036264,0.10889,0.931801,2206,3,3.0599
CBS,0.03627,0.10891,0.931801,2207,3,1.0791
DGKZ,0.036276,0.10893,0.931801,2208,3,2.6554
ZNF619,0.036321,0.10904,0.931801,2209,3,1.7976
FUT3,0.036373,0.10917,0.931801,2210,2,0.61848
GIGYF2,0.036379,0.10919,0.931801,2211,3,2.1929
HDAC8,0.036391,0.10921,0.931801,2212,3,2.8786
SERPINA4,0.036392,0.10921,0.931801,2213,4,0.43412
POU2F3,0.036422,0.10931,0.931801,2214,4,0.68056
OR2J2,0.036427,0.10932,0.931801,2215,4,1.5626
CCDC102A,0.036475,0.10945,0.931801,2216,2,0.40173
RNF10,0.036499,0.10952,0.931801,2217,3,3.1188
HOXA9,0.036543,0.10965,0.931801,2218,3,1.9676
FAT2,0.036576,0.10974,0.931801,2219,3,2.3108
OTOF,0.036578,0.10975,0.931801,2220,3,0.61779
BHLHA9,0.036586,0.10977,0.931801,2221,4,0.63559
PTPRCAP,0.036598,0.10979,0.931801,2222,2,2.8471
IL4,0.036616,0.10984,0.931801,2223,4,0.51433
S1PR3,0.036621,0.10986,0.931801,2224,4,0.39755
SRP54,0.036629,0.10988,0.931801,2225,2,0.37644
ZNF655,0.036639,0.1099,0.931801,2226,4,0.72897
TRIL,0.036664,0.10996,0.931801,2227,2,2.3127
ZBTB7C,0.036701,0.11006,0.931801,2228,3,1.7555
GTF2I,0.036732,0.11014,0.931801,2229,1,-1.5075
SGTB,0.036783,0.11027,0.931801,2230,3,2.8505
WNT5B,0.036802,0.11032,0.931801,2231,4,1.2377
TBC1D19,0.036818,0.11036,0.931801,2232,2,1.9818
VPREB3,0.036859,0.090867,0.912462,2233,2,3.0694
MRPL17,0.036865,0.11049,0.931801,2234,4,2.0509
SERBP1,0.036865,0.11049,0.931801,2235,4,1.0154
CNTN5,0.036927,0.11067,0.931801,2236,4,1.6388
SECTM1,0.03694,0.1107,0.931801,2237,2,1.8794
POTEI,0.03694,0.1107,0.931801,2238,4,0.66309
MARCHF8,0.036985,0.11081,0.931801,2239,4,1.7919
TMEM217,0.036989,0.11082,0.931801,2240,2,0.27069
ELFN2,0.037029,0.11093,0.931801,2241,4,1.0526
SLA,0.03704,0.11096,0.931801,2242,2,-0.016516
OR12D3,0.037093,0.11112,0.931801,2243,3,2.4254
SVIL,0.037128,0.1112,0.931801,2244,3,2.8088
OR5H15,0.037194,0.11138,0.931801,2245,1,-0.61658
OR4K14,0.037203,0.11141,0.931801,2246,4,0.69475
OR9A2,0.037216,0.11144,0.931801,2247,3,2.2482
HAS3,0.037245,0.11152,0.931801,2248,1,0.13615
KCNC1,0.037246,0.11152,0.931801,2249,3,2.2302
FAM134A,0.037266,0.11157,0.931801,2250,4,0.58887
VKORC1L1,0.03727,0.11158,0.931801,2251,4,1.6361
HNRNPR,0.037272,0.11159,0.931801,2252,2,2.1367
NAT8B,0.037288,0.11163,0.931801,2253,4,1.1959
TG,0.037297,0.11165,0.931801,2254,3,1.5359
LMNB2,0.037306,0.11168,0.931801,2255,2,2.2691
ACTL10,0.037308,0.11169,0.931801,2256,3,2.2172
TMEM245,0.03732,0.11172,0.931801,2257,3,1.953
CKS1B,0.037332,0.11175,0.931801,2258,3,2.6296
LRRC8A,0.037348,0.11179,0.931801,2259,2,-0.12034
ST6GALNAC5,0.037351,0.1118,0.931801,2260,4,2.1776
TBC1D4,0.037399,0.11192,0.931801,2261,2,0.84247
NANOS2,0.037409,0.11194,0.931801,2262,4,2.1541
QRICH2,0.037451,0.11205,0.931801,2263,3,0.83479
KCNMB3,0.037502,0.11219,0.931801,2264,4,2.9848
SPANXD,0.037517,0.11223,0.931801,2265,4,1.9283
ZDHHC18,0.03754,0.1123,0.931801,2266,4,0.90048
KRTAP23-1,0.037567,0.11238,0.931801,2267,4,1.7479
RSBN1,0.037567,0.11238,0.931801,2268,3,2.5156
ACCS,0.037573,0.11239,0.931801,2269,3,2.8994
SIK3,0.037592,0.11243,0.931801,2270,3,1.7712
MYEOV,0.037598,0.11244,0.931801,2271,3,2.5605
ERI1,0.037603,0.11245,0.931801,2272,4,0.84036
ZFAND5,0.037605,0.11245,0.931801,2273,2,1.9195
SLC7A2,0.037617,0.11248,0.931801,2274,4,1.1571
MYH3,0.037651,0.11258,0.931801,2275,3,2.6752
RNF208,0.037656,0.1126,0.931801,2276,2,0.46043
RAMP1,0.037707,0.11273,0.931801,2277,2,0.17762
CREBBP,0.037737,0.09285,0.91795,2278,3,1.8289
FAM47E-STBD1,0.037752,0.11285,0.931801,2279,4,0.62039
DPYSL3,0.037753,0.11285,0.931801,2280,3,2.7424
TAF13,0.037758,0.11287,0.931801,2281,2,2.1088
PTER,0.037773,0.1129,0.931801,2282,2,1.9317
ESD,0.037796,0.11297,0.931801,2283,2,2.0564
ZCCHC12,0.03781,0.11301,0.931801,2284,2,0.59503
GADL1,0.037818,0.11304,0.931801,2285,3,2.8327
ARHGAP6,0.037829,0.11307,0.931801,2286,2,2.1264
COL27A1,0.03784,0.11309,0.931801,2287,3,3.8852
TAS2R19,0.037861,0.11315,0.931801,2288,1,-1.8565
RP9,0.037863,0.11315,0.931801,2289,2,2.6725
RSRC2,0.037906,0.11326,0.931801,2290,4,0.64725
MYBPC2,0.037912,0.11327,0.931801,2291,2,-0.34591
FASTK,0.037914,0.11328,0.931801,2292,3,1.7184
TNS1,0.03793,0.11332,0.931801,2293,3,2.7697
OR6T1,0.037964,0.11341,0.931801,2294,3,2.1819
HOXB13,0.038015,0.11354,0.931801,2295,3,2.2826
GRIN3A,0.038039,0.11361,0.931801,2296,3,2.234
ZNF438,0.038042,0.11362,0.931801,2297,4,2.3183
YPEL4,0.038047,0.11363,0.931801,2298,4,0.81583
CXCR1,0.038066,0.11369,0.931801,2299,2,0.93734
GAS7,0.038082,0.11373,0.931801,2300,3,2.3732
LOC100289561,0.038092,0.11375,0.931801,2301,4,1.7502
LRCOL1,0.038129,0.11385,0.931801,2302,4,2.1488
AP3M1,0.038139,0.11388,0.931801,2303,3,2.9245
PVRIG,0.038142,0.11388,0.931801,2304,4,2.0202
APOBEC2,0.038151,0.1139,0.931801,2305,3,2.0532
GLMN,0.038156,0.11392,0.931801,2306,4,1.0092
P2RX3,0.038169,0.11395,0.931801,2307,1,-1.0767
KIAA1804,0.038197,0.11403,0.932063,2308,4,2.319
C20orf141,0.03822,0.11409,0.932198,2309,3,1.5637
MCF2,0.038266,0.1142,0.932433,2310,4,1.9089
PRM1,0.03827,0.11422,0.932433,2311,4,2.8533
PLTP,0.038314,0.11434,0.932804,2312,3,1.9585
OR2AE1,0.038322,0.11436,0.932804,2313,3,2.4058
AZIN1,0.038374,0.11451,0.933001,2314,2,0.1273
MDGA1,0.038375,0.11451,0.933001,2315,4,1.1812
CD53,0.03839,0.11455,0.933001,2316,2,1.9608
SETMAR,0.038412,0.11461,0.933001,2317,2,1.8462
OGFRL1,0.038425,0.11465,0.933001,2318,1,-0.52263
MACROD1,0.038435,0.11468,0.933001,2319,4,2.0336
USP43,0.038476,0.11477,0.933379,2320,1,0.021412
GULP1,0.038493,0.094552,0.918475,2321,2,5.4144
FOXJ3,0.038525,0.1149,0.933389,2322,3,2.2617
PBRM1,0.038539,0.11493,0.933389,2323,3,3.2344
PRODH,0.03855,0.11496,0.933389,2324,4,1.6508
TRIM27,0.038571,0.115,0.933389,2325,3,2.4275
PRKAB1,0.038579,0.11502,0.933389,2326,1,-0.16383
WDPCP,0.038596,0.11507,0.933389,2327,4,1.8055
OSER1,0.038626,0.094834,0.919519,2328,3,0.76584
FOXP1,0.03863,0.11516,0.933458,2329,3,1.5234
GATA6,0.038638,0.11517,0.933458,2330,3,2.5075
HIST1H1T,0.038671,0.11527,0.933851,2331,2,2.8545
NPIPB5,0.038784,0.11557,0.935449,2332,1,-1.0877
CRHR2,0.038798,0.1156,0.935449,2333,4,0.57939
ANP32C,0.038804,0.11562,0.935449,2334,3,2.0029
IL27,0.038835,0.11569,0.935685,2335,3,1.2725
UCHL1,0.038886,0.11582,0.936299,2336,3,1.1296
TRAF3IP1,0.038905,0.095476,0.921074,2337,2,2.954
KRT18,0.038938,0.11597,0.936396,2338,2,0.80081
AXL,0.038949,0.116,0.936396,2339,3,2.2247
NCKAP5,0.038969,0.11605,0.936396,2340,4,0.80518
TLE3,0.038988,0.1161,0.936396,2341,4,2.7248
OR10P1,0.038989,0.1161,0.936396,2342,3,1.0917
