id,negative selection score,negative selection p-value,negative selection rank
CLASRP,0.058412,0.13207,2380
CBFA2T3,0.058429,0.1321,2381
MBTD1,0.058437,0.13212,2382
MOAP1,0.05847,0.13218,2383
MYBL2,0.05848,0.13221,2384
DCAF8L2,0.058557,0.13237,2385
CCL26,0.058557,0.13237,2386
PRRC1,0.058628,0.1325,2387
SHARPIN,0.058633,0.13251,2388
TFB1M,0.058642,0.13253,2389
OR4K5,0.058645,0.13254,2390
TRAPPC13,0.05867,0.13258,2391
SRGAP2B,0.058684,0.1326,2392
FGG,0.058695,0.13263,2393
PPFIA1,0.058697,0.13263,2394
TUSC1,0.058735,0.13271,2395
COPA,0.058778,0.13279,2396
AQP7,0.058786,0.1328,2397
GFER,0.058808,0.13284,2398
PCDHGB3,0.058834,0.0765,2399
C6orf10,0.058837,0.1329,2400
CHRNB3,0.058888,0.133,2401
CNPY3,0.058919,0.13306,2402
LMBRD1,0.058962,0.13315,2403
MST1L,0.05897,0.13316,2404
SYNGR4,0.05904,0.1333,2405
C11orf85,0.05907,0.13335,2406
FMNL2,0.059142,0.1335,2407
ZNF654,0.059193,0.13357,2408
CHST12,0.059244,0.13363,2409
ECHDC1,0.059279,0.13367,2410
TUSC3,0.059295,0.13369,2411
SNN,0.059346,0.13376,2412
UGT3A2,0.059363,0.13378,2413
LRRC39,0.059377,0.1338,2414
DUSP28,0.059397,0.13381,2415
ENAM,0.059447,0.13389,2416
PDZK1IP1,0.059498,0.13396,2417
COLGALT1,0.059557,0.13402,2418
RTN1,0.0596,0.13408,2419
GMCL1,0.059651,0.13415,2420
ANP32A,0.059753,0.13428,2421
REPS1,0.059766,0.13429,2422
LMO2,0.059804,0.13434,2423
KCTD13,0.059947,0.13451,2424
ZSWIM5,0.059956,0.13452,2425
KIAA1841,0.059989,0.13456,2426
ERMAP,0.060007,0.13458,2427
SYNGAP1,0.060058,0.13464,2428
CALCRL,0.060073,0.13467,2429
CCDC180,0.060109,0.1347,2430
MYLPF,0.060115,0.13471,2431
DOK5,0.060211,0.13484,2432
GPR128,0.060226,0.13486,2433
CREG1,0.060254,0.13489,2434
C6orf70,0.060312,0.13498,2435
GBAS,0.060414,0.1351,2436
CT47B1,0.060503,0.10766,2437
APOOL,0.060516,0.13524,2438
ABI3,0.060562,0.13531,2439
FLRT1,0.060567,0.13531,2440
MAP4K2,0.060617,0.13538,2441
EDEM2,0.060632,0.1354,2442
GPRIN1,0.060668,0.13544,2443
PQLC2,0.060719,0.13549,2444
ZNF101,0.060758,0.13554,2445
MAU2,0.06077,0.13556,2446
SMIM1,0.060814,0.1356,2447
ARPP21,0.060821,0.13562,2448
NBPF15,0.060842,0.13564,2449
CST11,0.060872,0.13568,2450
FAM98B,0.060912,0.13574,2451
SEC62,0.060922,0.13575,2452
GHRHR,0.060973,0.1358,2453
EDEM1,0.061067,0.13591,2454
LGALS14,0.061075,0.13592,2455
SOX1,0.061126,0.13598,2456
ISL2,0.061151,0.13602,2457
PQLC1,0.061278,0.13616,2458
NLRC3,0.061329,0.13622,2459
ZNF675,0.061362,0.13626,2460
TRIML2,0.06138,0.13629,2461
AGTPBP1,0.061404,0.13631,2462
SORCS2,0.06143,0.13634,2463
CD83,0.061481,0.13641,2464
EHBP1,0.061532,0.13647,2465
TBKBP1,0.061583,0.13654,2466
RLBP1,0.061686,0.13668,2467
ASH2L,0.061714,0.13671,2468
ZDBF2,0.061735,0.13675,2469
ZNF879,0.061786,0.1368,2470
CLEC16A,0.061813,0.13684,2471
SPTBN4,0.061827,0.13686,2472
KIAA0319L,0.061837,0.13687,2473
PLEKHB1,0.061888,0.13693,2474
GRAPL,0.061938,0.10981,2475
FAM83D,0.061954,0.13701,2476
ZNF641,0.061982,0.13705,2477
CA3,0.061989,0.13706,2478
FGF9,0.062025,0.1371,2479
TCN1,0.06204,0.13711,2480
MON1A,0.062091,0.13717,2481
RNF187,0.062117,0.1372,2482
FAM200A,0.062192,0.1373,2483
NANOS2,0.062279,0.13742,2484
FOXJ3,0.062345,0.13749,2485
ADAM20,0.062395,0.13755,2486
METTL7B,0.062446,0.13761,2487
ITGAE,0.062449,0.13761,2488
IPO13,0.062497,0.13766,2489
EXTL1,0.062548,0.13774,2490
METTL21C,0.062563,0.13776,2491
SLC10A6,0.062598,0.1378,2492
TRIM33,0.062649,0.13786,2493
MAGEF1,0.0627,0.13792,2494
PRR22,0.062733,0.13796,2495
VPS33A,0.06279,0.13804,2496
VANGL2,0.062801,0.13805,2497
PPP1R27,0.062846,0.1381,2498
PAGR1,0.062889,0.13815,2499
KRTCAP3,0.062946,0.13821,2500
WHSC1,0.062954,0.13822,2501
THSD4,0.063004,0.13828,2502
CTSC,0.063106,0.1384,2503
TCEB1,0.063131,0.13843,2504
NXNL1,0.063166,0.13848,2505
VSTM5,0.063207,0.13853,2506
NAT2,0.063308,0.13867,2507
RAB10,0.063351,0.13872,2508
BCORL1,0.063359,0.13873,2509
YPEL3,0.063401,0.13878,2510
TPST2,0.06341,0.13879,2511
SLC38A7,0.063461,0.13885,2512
RNF11,0.063529,0.13894,2513
ATR,0.063562,0.13898,2514
NMU,0.063613,0.13905,2515
ACTR1A,0.063643,0.13908,2516
MED8,0.063664,0.13911,2517
SERP1,0.063672,0.13912,2518
KCTD12,0.063715,0.13918,2519
LCE2D,0.063765,0.13924,2520
UTS2R,0.063772,0.13924,2521
SPRR4,0.063917,0.13944,2522
UBE2C,0.064069,0.13962,2523
OR2A25,0.06412,0.13967,2524
LGALS9,0.064258,0.13984,2525
METTL2B,0.064272,0.13986,2526
AIF1L,0.064322,0.13991,2527
CACFD1,0.064387,0.13999,2528
KCNK9,0.064474,0.14009,2529
P2RY2,0.064502,0.14013,2530
FAM21B,0.064525,0.14015,2531
POLR2D,0.064531,0.14016,2532
TXNDC2,0.064574,0.14021,2533
PSD4,0.064602,0.14024,2534
DAPK1,0.064626,0.14028,2535
CACNA2D1,0.064677,0.14035,2536
TTC25,0.064728,0.14041,2537
UNC5B,0.064778,0.14047,2538
IPO7,0.06488,0.14059,2539
TCEB3CL2,0.064938,0.081828,2540
B3GAT1,0.064981,0.14072,2541
CLVS2,0.065019,0.14077,2542
ZNF248,0.065032,0.14078,2543
C5AR2,0.065082,0.14085,2544
VWC2L,0.065133,0.14093,2545
LRRC23,0.065134,0.14093,2546
FRY,0.065148,0.14095,2547
P4HA2,0.065177,0.14098,2548
FAM76A,0.065184,0.14099,2549
GNL3L,0.065206,0.14102,2550
SOCS2,0.065285,0.14111,2551
GLYATL1,0.065335,0.14118,2552
RRNAD1,0.065386,0.14124,2553
TMPRSS11B,0.065408,0.14126,2554
TET3,0.065422,0.14128,2555
RHOXF2B,0.06543,0.12441,2556
CACHD1,0.065437,0.14129,2557
ZNF571,0.065487,0.14136,2558
CELA3A,0.065653,0.14157,2559
UTP14A,0.06569,0.14162,2560
PRDM1,0.06574,0.14169,2561
NABP2,0.065769,0.14171,2562
CCDC154,0.065791,0.14173,2563
MMP3,0.065792,0.12489,2564
ZFAT,0.065812,0.14176,2565
PLCZ1,0.065842,0.14181,2566
HINFP,0.065892,0.14187,2567
DOK2,0.065993,0.14198,2568
PAK1IP1,0.066043,0.14205,2569
LOC100130370,0.066044,0.14205,2570
SPATA7,0.06608,0.14209,2571
CEP76,0.066095,0.14212,2572
CDC42BPA,0.066174,0.14223,2573
FN3K,0.066348,0.14243,2574
ABHD1,0.066398,0.1425,2575
LHFPL5,0.06642,0.14253,2576
C7orf66,0.066449,0.14256,2577
USP51,0.066493,0.14261,2578
RAD54B,0.066499,0.14262,2579
RIPK1,0.0666,0.14274,2580
EIF3J,0.066651,0.14281,2581
IFNA6,0.066803,0.14299,2582
KAZALD1,0.066841,0.14303,2583
AGPAT6,0.066853,0.14305,2584
ZNF426,0.066904,0.14312,2585
CHST13,0.066954,0.14318,2586
ZNF789,0.067001,0.14324,2587
SMIM6,0.067005,0.14324,2588
C1orf101,0.067055,0.14329,2589
LDLRAD1,0.067106,0.14336,2590
RREB1,0.067156,0.14341,2591
SPNS2,0.067258,0.14353,2592
MAP2K5,0.067307,0.14359,2593
KIFC1,0.067308,0.14359,2594
IL36B,0.067424,0.14374,2595
CHORDC1,0.067497,0.14384,2596
OR2B11,0.06751,0.14385,2597
RERE,0.06754,0.14388,2598
PARK2,0.067561,0.1439,2599
CCDC65,0.067599,0.14396,2600
DMRT3,0.067611,0.14397,2601
AFF1,0.067613,0.14398,2602
ISY1,0.067662,0.14403,2603
PCMTD2,0.067712,0.14409,2604
TSNARE1,0.06773,0.14412,2605
SEMA4F,0.067763,0.14415,2606
SPATA31D4,0.067853,0.084355,2607
CSF3R,0.067862,0.14428,2608
CLDN16,0.067864,0.14428,2609
GSDMC,0.067914,0.14434,2610
CLK1,0.067965,0.1444,2611
TRMT6,0.068008,0.14445,2612
ZNF415,0.068015,0.14446,2613
WNT16,0.068066,0.14452,2614
SRRM4,0.068089,0.14456,2615
KRT16,0.068116,0.14458,2616
C8orf48,0.068217,0.14471,2617
CXCL9,0.068268,0.14477,2618
SAGE1,0.068318,0.14484,2619
IPO8,0.068369,0.1449,2620
MBP,0.068419,0.14496,2621
KCNC3,0.06847,0.14501,2622
RFC3,0.068477,0.14502,2623
MAL2,0.06855,0.14511,2624
OR4X2,0.068594,0.14515,2625
DNAJC25,0.068683,0.14527,2626
TSEN2,0.068722,0.14532,2627
SLA,0.068741,0.14533,2628
ARPP19,0.068756,0.14535,2629
NETO1,0.068773,0.14537,2630
OXA1L,0.06883,0.14543,2631
MLLT1,0.068924,0.14556,2632
LPPR5,0.068975,0.14562,2633
CDH3,0.069025,0.14568,2634
IQUB,0.069035,0.14569,2635
CYR61,0.069076,0.14575,2636
ATG9A,0.069126,0.14581,2637
DCST2,0.069176,0.14587,2638
SMG1,0.069227,0.14593,2639
SLC31A2,0.069227,0.14593,2640
SYT7,0.069256,0.14597,2641
HOXA7,0.069277,0.14599,2642
LZTFL1,0.069378,0.14612,2643
TMEM44,0.069389,0.14613,2644
USP17L4,0.069436,0.12104,2645
PTH2,0.069448,0.1462,2646
JPH4,0.06953,0.1463,2647
NMNAT2,0.06958,0.14636,2648
MSMO1,0.06963,0.14641,2649
H2AFB1,0.06964,0.14642,2650
NDST3,0.069669,0.14646,2651
FRAS1,0.069681,0.14648,2652
HOXA4,0.069684,0.14648,2653
CCR8,0.069699,0.1465,2654
SCGB3A1,0.069731,0.14654,2655
FAM84A,0.069765,0.14658,2656
CRIP1,0.069832,0.14667,2657
LSMD1,0.069832,0.14667,2658
SEMA6A,0.069861,0.14669,2659
KIAA1109,0.069883,0.14672,2660
PTAR1,0.069933,0.14678,2661
THSD1,0.06995,0.1468,2662
RPL10,0.069983,0.14684,2663
MALL,0.070034,0.14691,2664
POU5F1B,0.070084,0.14697,2665
RHOT2,0.070128,0.14703,2666
SPIN1,0.070135,0.14704,2667
S1PR4,0.070157,0.14706,2668
NXT2,0.070202,0.14712,2669
PHLDA2,0.070235,0.14715,2670
ITGB3,0.070291,0.14722,2671
MYBPH,0.070305,0.14725,2672
PRDM14,0.070335,0.14728,2673
KCTD20,0.070336,0.14728,2674
E2F5,0.070439,0.14742,2675
PORCN,0.070538,0.14755,2676
HGS,0.070588,0.14761,2677
CNP,0.070689,0.14774,2678
CBX8,0.070691,0.14774,2679
GRIN3B,0.070795,0.14787,2680
OSGIN1,0.07084,0.14792,2681
RASD2,0.070869,0.14795,2682
ETV2,0.07089,0.14798,2683
PLA2G5,0.070941,0.14804,2684
SNRPG,0.070991,0.14812,2685
KCTD1,0.071003,0.14814,2686
TTC9C,0.071042,0.14817,2687
CPZ,0.071078,0.14822,2688
MAGT1,0.071137,0.1483,2689
SYCE3,0.071193,0.14836,2690
HP1BP3,0.071243,0.14843,2691
PRICKLE4,0.071293,0.14849,2692
SERPINE2,0.071301,0.1485,2693
SEMA6D,0.071394,0.14861,2694
KDM4C,0.071405,0.14862,2695
TWSG1,0.07142,0.14864,2696
NUDT9,0.071495,0.14872,2697
TRIM69,0.071545,0.14879,2698
C11orf42,0.071595,0.14885,2699
ZYG11A,0.071674,0.14894,2700
CYCS,0.071696,0.14897,2701
PDZD11,0.071747,0.14902,2702
ENDOU,0.071748,0.14902,2703
RHAG,0.071797,0.14909,2704
MYOF,0.071898,0.14921,2705
DKK4,0.071898,0.14921,2706
CACNG7,0.071948,0.14928,2707
CRABP2,0.071972,0.14931,2708
HPD,0.071995,0.14933,2709
H6PD,0.071998,0.14934,2710
SP5,0.072048,0.1494,2711
NOC4L,0.072199,0.14958,2712
MAP3K12,0.072242,0.14964,2713
TUBB8,0.07225,0.14964,2714
PRAMEF15,0.072272,0.14968,2715
GALK2,0.072287,0.1497,2716
AKNAD1,0.07235,0.14977,2717
ACBD5,0.072401,0.14984,2718
NDUFA9,0.072421,0.14986,2719
MNT,0.072451,0.1499,2720
SMPD2,0.072501,0.14995,2721
GKAP1,0.072534,0.14999,2722
LCE1B,0.072534,0.14999,2723
CNTN1,0.072552,0.15001,2724
RGP1,0.072602,0.15007,2725
B3GNTL1,0.072616,0.15009,2726
SRGAP2,0.072661,0.15014,2727
PKHD1L1,0.072676,0.15016,2728
PIK3C3,0.072691,0.15018,2729
SLC16A3,0.072781,0.15029,2730
MORN1,0.072803,0.15032,2731
TEC,0.072853,0.15037,2732
DLEU7,0.072954,0.1505,2733
LOC388849,0.073004,0.15057,2734
GOLM1,0.073037,0.15061,2735
PROP1,0.073054,0.15063,2736
ST8SIA5,0.073105,0.15069,2737
ORAI3,0.073155,0.15075,2738
CD300LD,0.073157,0.15075,2739
UVSSA,0.07323,0.15085,2740
TMPRSS7,0.07323,0.15085,2741
ZZEF1,0.073306,0.15094,2742
PCSK5,0.07333,0.15097,2743
LOC391322,0.073383,0.15103,2744
VGLL2,0.073406,0.15106,2745
UBE2O,0.073457,0.15112,2746
CRK,0.073458,0.15113,2747
ZNF346,0.073488,0.15116,2748
CAPSL,0.073507,0.15118,2749
KRTAP10-1,0.073526,0.1512,2750
ADCY9,0.073557,0.15125,2751
AP1B1,0.073607,0.1513,2752
POLD4,0.073654,0.15137,2753
KIF7,0.073658,0.15137,2754
HKR1,0.073708,0.15144,2755
DUSP6,0.073758,0.15151,2756
RRP12,0.073808,0.15157,2757
DEFB104A,0.073859,0.15162,2758
PCDH7,0.073895,0.15167,2759
MS4A7,0.073909,0.1517,2760
ANKRD33,0.073956,0.15176,2761
GPRC6A,0.074009,0.15182,2762
GGA3,0.074016,0.15183,2763
NPBWR1,0.07406,0.15188,2764
ABCA3,0.074061,0.15188,2765
CNTD2,0.07411,0.15194,2766
ASPHD2,0.074258,0.15212,2767
PAQR8,0.074273,0.15214,2768
ENDOV,0.074411,0.15232,2769
GLRX3,0.074461,0.15238,2770
SLC7A13,0.074512,0.15243,2771
NEDD8,0.07453,0.15245,2772
NEFL,0.074562,0.15248,2773
ZC3H12A,0.074591,0.15252,2774
ARL3,0.074612,0.15256,2775
SMARCC1,0.074621,0.15257,2776
CALD1,0.074662,0.15263,2777
TXNRD3NB,0.074697,0.15265,2778
APOL4,0.074712,0.15267,2779
PROSC,0.074758,0.15274,2780
SLAMF1,0.074763,0.15274,2781
EFNB1,0.074863,0.15288,2782
DNAJC8,0.074963,0.15301,2783
ZDHHC19,0.075016,0.15308,2784
METTL24,0.075064,0.15314,2785
ELL,0.075114,0.15321,2786
RPL7A,0.075122,0.15322,2787
AGPAT4,0.075264,0.15339,2788
PIAS3,0.075274,0.1534,2789
PCP4L1,0.075335,0.15347,2790
CTDSPL,0.075365,0.15351,2791
GMNC,0.07538,0.15353,2792
FAM25C,0.075389,0.13794,2793
NCKAP5L,0.075415,0.15357,2794
SAMD14,0.075465,0.15362,2795
HOXD11,0.075566,0.15376,2796
OSBPL10,0.075593,0.15378,2797
FAM156A,0.075616,0.15381,2798
CHRNA10,0.075666,0.15388,2799
CXCL12,0.075669,0.15389,2800
CAPN13,0.07573,0.15396,2801
CUX2,0.075766,0.15402,2802
BNIPL,0.075776,0.15403,2803
GREM2,0.075816,0.15408,2804
CDAN1,0.075866,0.15414,2805
CST1,0.075913,0.1542,2806
CRP,0.075917,0.1542,2807
GLI4,0.075989,0.15429,2808
LARP1B,0.076017,0.15434,2809
NRP1,0.076035,0.15436,2810
KRTAP2-4,0.076066,0.076092,2811
DNAI2,0.076081,0.15441,2812
CD300C,0.076096,0.15443,2813
CLPSL1,0.076117,0.15446,2814
VSIG10L,0.076142,0.15448,2815
SLC17A3,0.076167,0.15452,2816
CHMP7,0.076172,0.15452,2817
TMEM171,0.076268,0.15463,2818
YBEY,0.07631,0.15468,2819
CYP2B6,0.076318,0.15469,2820
ZNF83,0.07634,0.15473,2821
IFNL4,0.076356,0.15474,2822
CENPL,0.076368,0.15476,2823
SELK,0.076418,0.15481,2824
SAMD15,0.076468,0.15488,2825
ILKAP,0.076518,0.15494,2826
RAB2A,0.076568,0.155,2827
SMC1A,0.076618,0.15507,2828
RBM41,0.076623,0.15507,2829
ASB4,0.076669,0.15513,2830
ATG16L2,0.0767,0.15516,2831
DEPTOR,0.076719,0.15518,2832
HIST1H2AJ,0.076756,0.13191,2833
IKZF3,0.076769,0.15524,2834
RPP25,0.076869,0.15535,2835
TRPC5OS,0.076891,0.15537,2836
CASQ1,0.076919,0.15541,2837
PURA,0.07706,0.15558,2838
PIK3CA,0.077119,0.15566,2839
RAB11FIP2,0.077152,0.1557,2840
HMX2,0.07717,0.15572,2841
PGBD4,0.07722,0.15578,2842
ADCY2,0.077275,0.15584,2843
LMNA,0.07732,0.1559,2844
MRPS16,0.07737,0.15597,2845
SLC52A3,0.077382,0.15598,2846
LRPAP1,0.07742,0.15602,2847
CCM2,0.07747,0.15608,2848
COMMD1,0.077489,0.1561,2849
LGALS12,0.077551,0.15618,2850
NRSN1,0.077582,0.15622,2851
MFN1,0.07767,0.15632,2852
CDK5R1,0.077705,0.15636,2853
MRPS17,0.07772,0.15638,2854
C16orf13,0.077805,0.15648,2855
BARD1,0.077821,0.1565,2856
NXPH1,0.077871,0.15656,2857
CD93,0.07792,0.15662,2858
UGT2B15,0.077971,0.15669,2859
KIAA1244,0.077982,0.1567,2860
SLIRP,0.078071,0.1568,2861
ANKIB1,0.078121,0.15686,2862
RYR1,0.078221,0.15698,2863
KRTAP10-7,0.078228,0.157,2864
WDR82,0.078271,0.15704,2865
UNC80,0.07829,0.15706,2866
MCOLN2,0.078305,0.15708,2867
RAI2,0.078321,0.1571,2868
PIGP,0.078398,0.15718,2869
DIRAS2,0.078429,0.15723,2870
PEX10,0.078521,0.15734,2871
TG,0.078521,0.15734,2872
TSHZ3,0.078621,0.15746,2873
EDIL3,0.078671,0.15753,2874
PRAMEF8,0.078721,0.15759,2875
ORAOV1,0.078771,0.15765,2876
SAPCD2,0.078923,0.15783,2877
JMJD6,0.078971,0.15788,2878
CRY2,0.079,0.15793,2879
ZNF492,0.079021,0.15796,2880
JAG2,0.07907,0.158,2881
OR5B2,0.079071,0.15801,2882
NLRC5,0.079121,0.15807,2883
GPR123,0.079171,0.15813,2884
THSD7B,0.079221,0.1582,2885
NADKD1,0.079232,0.15822,2886
SAG,0.079263,0.15825,2887
MTSS1L,0.079294,0.15828,2888
ABO,0.079356,0.15835,2889
EBP,0.079371,0.15837,2890
SPERT,0.079465,0.15848,2891
TFRC,0.079511,0.15854,2892
CYP26C1,0.079521,0.15855,2893
CHRND,0.079621,0.15868,2894
PLEKHO2,0.079721,0.15879,2895
MCF2,0.079771,0.15884,2896
EFCAB1,0.079821,0.15891,2897
OR8H1,0.079837,0.15893,2898
GALNT10,0.079871,0.15896,2899
MC2R,0.079884,0.15897,2900
COL6A5,0.079971,0.15908,2901
HIST2H4A,0.079977,0.15909,2902
CPB2,0.080021,0.15914,2903
C9orf43,0.080024,0.15915,2904
PNOC,0.080071,0.15921,2905
TMEM110-MUSTN1,0.080112,0.13687,2906
LNPEP,0.080195,0.15937,2907
YJEFN3,0.08021,0.15939,2908
ABHD3,0.080221,0.1594,2909
SLCO1C1,0.080242,0.15942,2910
CACNB3,0.080257,0.15944,2911
TCTA,0.080271,0.15945,2912
PRR24,0.080371,0.15958,2913
SAMHD1,0.080397,0.15961,2914
CDRT15,0.080413,0.15963,2915
TMEM30A,0.080421,0.15965,2916
CEP57L1,0.080471,0.1597,2917
SYT13,0.080491,0.15972,2918
GYPB,0.080492,0.14484,2919
LSR,0.080506,0.15975,2920
RBFA,0.080521,0.15977,2921
EIF1AY,0.080537,0.15978,2922
CPNE4,0.080615,0.15988,2923
KDM5D,0.08062,0.15988,2924
NTNG1,0.080756,0.16005,2925
SLC22A18AS,0.080818,0.16012,2926
USP47,0.08082,0.16013,2927
DDX53,0.08087,0.16019,2928
C10orf99,0.080896,0.16022,2929
SPTBN5,0.080974,0.16031,2930
MTHFR,0.08099,0.16033,2931
IFT80,0.081005,0.16036,2932
KRT75,0.08102,0.16038,2933
RBM47,0.081021,0.16038,2934
ELFN2,0.08107,0.16044,2935
SLC6A19,0.08112,0.16051,2936
NCS1,0.08117,0.16056,2937
GLIPR1L2,0.081193,0.16059,2938
VN1R2,0.08122,0.16063,2939
SF3B2,0.081269,0.16069,2940
ZNF672,0.081271,0.16069,2941
WDR31,0.081302,0.16072,2942
MFSD8,0.081319,0.16074,2943
SLC2A2,0.081369,0.16081,2944
PRR9,0.081419,0.16086,2945
FFAR3,0.081569,0.16106,2946
NTNG2,0.081584,0.16108,2947
CALR3,0.081669,0.16119,2948
MANBAL,0.081718,0.16125,2949
DEFB107A,0.081756,0.14653,2950
GDPD2,0.081818,0.16138,2951
PTPN13,0.081868,0.16143,2952
MAGEA11,0.081897,0.16147,2953
TVP23C,0.081924,0.13954,2954
OSR1,0.081928,0.16151,2955
FAR2,0.081944,0.16153,2956
HCFC2,0.082018,0.16162,2957
PPP1R13B,0.082068,0.16169,2958
ZNF74,0.082226,0.16191,2959
C9orf139,0.082242,0.16193,2960
CSRNP2,0.082305,0.162,2961
PTPN9,0.082317,0.16201,2962
EFHC2,0.082328,0.16203,2963
SLC6A9,0.082352,0.16205,2964
C1orf54,0.082367,0.16207,2965
FLNB,0.082417,0.16212,2966
XRN1,0.082446,0.16215,2967
GLMN,0.082616,0.16235,2968
EXOSC4,0.082666,0.1624,2969
CES3,0.082716,0.16248,2970
CLPX,0.082808,0.16258,2971
LSS,0.082815,0.16258,2972
PRSS45,0.082915,0.16272,2973
SSMEM1,0.083015,0.16285,2974
VSIG1,0.083065,0.1629,2975
UNC50,0.083114,0.16297,2976
RAB39B,0.083164,0.16302,2977
DHCR24,0.08317,0.16303,2978
CCDC85B,0.083264,0.16316,2979
ALDH16A1,0.083363,0.16326,2980
MEN1,0.083438,0.16336,2981
DDIT4L,0.083454,0.16338,2982
KRT78,0.083463,0.16339,2983
FAM218A,0.083513,0.16346,2984
FBXO5,0.083533,0.16348,2985
NT5C1B-RDH14,0.083662,0.16365,2986
RNF165,0.083712,0.16371,2987
HBD,0.083738,0.16374,2988
TMEM147,0.083754,0.16376,2989
CSNK1D,0.083812,0.16383,2990
MCCD1,0.083817,0.16384,2991
ACSL5,0.083911,0.16396,2992
TMEM260,0.083944,0.16399,2993
SMIM17,0.084011,0.16409,2994
CPN1,0.084023,0.1641,2995
CDH12,0.084102,0.1642,2996
LPHN2,0.08411,0.16422,2997
CEP128,0.08416,0.16426,2998
CLEC6A,0.084165,0.16427,2999
FBXO43,0.08421,0.16433,3000
DAZ1,0.084387,0.16454,3001
SLC32A1,0.084409,0.16457,3002
RHOD,0.084459,0.16463,3003
C19orf73,0.084498,0.16468,3004
AGR2,0.084509,0.16469,3005
VEGFB,0.084514,0.1647,3006
ACSF3,0.084577,0.16479,3007
ARL4A,0.084625,0.16483,3008
TMEM253,0.084658,0.16489,3009
PTPN12,0.084681,0.15047,3010
OR5B3,0.084704,0.16495,3011
C1QL1,0.084708,0.16496,3012
RASAL2,0.084757,0.16502,3013
SLFN13,0.084807,0.16508,3014
PSMA1,0.084815,0.16509,3015
KCNK17,0.084831,0.1651,3016
CLIC4,0.084847,0.16512,3017
PRSS33,0.084857,0.16513,3018
DHX30,0.084863,0.16514,3019
GJB5,0.084907,0.1652,3020
PRMT8,0.084958,0.16526,3021
GAS7,0.085006,0.16532,3022
ZNF543,0.085037,0.16537,3023
C1QTNF5,0.085053,0.16539,3024
AKAP5,0.085105,0.16545,3025
C1orf194,0.085205,0.16557,3026
EYA2,0.085403,0.1658,3027
DNAJB14,0.085404,0.1658,3028
JUNB,0.085454,0.16587,3029
SGPP1,0.085503,0.16593,3030
RGPD3,0.085546,0.16598,3031
MRPL18,0.085553,0.16599,3032
FAM103A1,0.085603,0.16605,3033
PTRHD1,0.08561,0.16606,3034
YIPF2,0.085642,0.1661,3035
OR51G2,0.085652,0.1661,3036
NPNT,0.085702,0.16617,3037
CBX6,0.085752,0.16623,3038
ZNF33B,0.085801,0.16629,3039
SYT10,0.085851,0.16634,3040
HIST1H1B,0.085901,0.1664,3041
FAM228B,0.085945,0.16646,3042
C15orf52,0.085951,0.16647,3043
RFX5,0.085961,0.16647,3044
PARD6A,0.085993,0.16651,3045
SPP1,0.08605,0.16659,3046
RPS13,0.086072,0.16662,3047
KHDC3L,0.086088,0.16664,3048
AMACR,0.0861,0.16665,3049
METRN,0.08612,0.16667,3050
SLC26A7,0.086149,0.16671,3051
SLITRK5,0.086199,0.16677,3052
RAB13,0.086216,0.16679,3053
NEDD4,0.086249,0.16682,3054
SLU7,0.086264,0.16685,3055
TEKT3,0.086298,0.16689,3056
PERP,0.086312,0.16691,3057
DNAJC2,0.086344,0.16695,3058
RAD50,0.086447,0.16707,3059
PI4KB,0.086456,0.16708,3060
ZNF467,0.086497,0.16713,3061
HIST1H2BK,0.086519,0.16717,3062
CXCL13,0.086547,0.1672,3063
ZCCHC9,0.086647,0.16733,3064
STAP1,0.086695,0.16738,3065
ZNF200,0.086823,0.16753,3066
ELL3,0.086871,0.1676,3067
ZNF285,0.086919,0.16764,3068
ABCA10,0.086944,0.16767,3069
FAM157B,0.086957,0.14682,3070
NEFM,0.086994,0.16774,3071
NUDT18,0.087043,0.1678,3072
KRTAP12-3,0.08716,0.16794,3073
TVP23A,0.08732,0.16814,3074
CDSN,0.087341,0.16816,3075
SLC12A6,0.087391,0.16821,3076
GPR37L1,0.087432,0.16827,3077
M1AP,0.08744,0.16828,3078
RAB42,0.087464,0.1683,3079
TMEM257,0.087529,0.16837,3080
SLC6A17,0.08754,0.16839,3081
CDC45,0.087577,0.16844,3082
LOC100129216,0.087586,0.14774,3083
CCDC102B,0.087589,0.16846,3084
IRX1,0.087593,0.16846,3085
FAM131C,0.087639,0.1685,3086
ZNF436,0.087688,0.16856,3087
CDHR5,0.087738,0.16862,3088
COA5,0.087788,0.16869,3089
PLA1A,0.087818,0.16873,3090
PDCL3,0.087837,0.16875,3091
GCOM1,0.087898,0.16883,3092
PRB3,0.087937,0.16888,3093
VPS37B,0.087995,0.16896,3094
EPB41L4A,0.088036,0.16902,3095
C6orf226,0.088043,0.16903,3096
COG6,0.088085,0.16908,3097
GUCY2F,0.088131,0.16914,3098
CNNM3,0.088184,0.1692,3099
FLII,0.088234,0.16927,3100
PRKCI,0.088252,0.16929,3101
MAP7,0.088284,0.16933,3102
SEL1L3,0.088333,0.16938,3103
SH2D6,0.088333,0.16938,3104
FLNC,0.088383,0.16944,3105
ZBTB47,0.088413,0.16947,3106
RPS5,0.088482,0.16955,3107
NCOA1,0.08851,0.16958,3108
ZNF599,0.088574,0.16965,3109
ANKRD42,0.088581,0.16966,3110
DMAP1,0.088655,0.16974,3111
TTC17,0.08868,0.16977,3112
ALDH8A1,0.088687,0.16978,3113
CACNG4,0.08873,0.16984,3114
SGTB,0.088735,0.16985,3115
