id,d7_chemo__d7_control||num,d7_chemo__d7_control||neg|p-value,d7_chemo__d7_control||neg|fdr,d7_chemo__d7_control||neg|rank,d7_chemo__d7_control||neg|goodsgrna,d7_chemo__d7_control||pos|p-value,d7_chemo__d7_control||pos|fdr,d7_chemo__d7_control||pos|rank,d7_chemo__d7_control||pos|goodsgrna,d7_chemo__d7_control||log2FoldChange
ARHGAP25,3,0.96346,0.997574,20618,0,0.16794,0.994322,3367,2,1.821
TPRG1L,2,0.91876,0.996322,19684,0,0.14018,0.994322,2911,2,1.8171
PRAP1,2,0.91516,0.996322,19600,0,0.14589,0.994322,3028,2,1.8164
NRCAM,2,0.85385,0.996322,18250,0,0.32894,0.994322,7802,1,1.8148
ZNF391,3,0.99006,0.99926,21169,0,0.026951,0.972765,496,3,1.8142
ADAMTS3,3,0.96138,0.997574,20567,0,0.26387,0.994322,5087,2,1.8139
FAM135B,2,0.90702,0.996322,19402,0,0.15886,0.994322,3302,2,1.8133
SIGLEC6,3,0.93073,0.996322,19958,0,0.19672,0.994322,3900,2,1.8117
AGBL2,2,0.94508,0.997049,20258,0,0.097497,0.994322,2116,2,1.8103
DRG1,3,0.69087,0.996322,14509,1,0.1976,0.994322,3912,2,1.8095
hsa-mir-222,3,0.78464,0.996322,16759,1,0.23424,0.994322,4558,2,1.8094
GFRA4,3,0.11409,0.976462,2097,1,0.20345,0.994322,4012,2,1.8085
HNRNPM,3,0.97451,0.998121,20863,0,0.064882,0.994322,1177,3,1.808
SLC25A29,3,0.90711,0.996322,19405,0,0.17538,0.994322,3532,2,1.808
NPR2,3,0.82443,0.996322,17639,0,0.20417,0.994322,4023,2,1.8072
HAUS4,3,0.96205,0.997574,20587,0,0.2248,0.994322,4392,2,1.806
HIST2H3A,3,0.069398,0.976462,1292,1,0.20229,0.994322,3992,2,1.8047
CCT7,3,0.93291,0.996322,20008,0,0.10093,0.994322,1876,2,1.8031
KAT7,3,0.60922,0.996322,12470,1,0.23572,0.994322,4583,2,1.8021
SLC23A2,3,0.77592,0.996322,16552,1,0.21961,0.994322,4293,2,1.8012
SCN5A,3,0.74335,0.996322,15792,1,0.096213,0.994322,1784,2,1.8005
LAMA5,3,0.60507,0.996322,12333,1,0.17205,0.994322,3468,2,1.7997
CDH5,3,0.98475,0.999165,21061,0,0.040297,0.972765,759,3,1.7992
SLC35D3,3,0.32249,0.996322,6471,1,0.23293,0.994322,4532,2,1.7983
SMIM19,3,0.42216,0.996322,8288,1,0.20851,0.994322,4102,2,1.7978
CD99_X,3,0.57169,0.996322,11382,1,0.1704,0.994322,3425,2,1.7975
PABPC4,3,0.6478,0.996322,13462,1,0.20316,0.994322,4004,2,1.7944
ZNF19,3,0.95523,0.997574,20450,0,0.20341,0.994322,4010,2,1.7929
hsa-mir-6851,3,0.85768,0.996322,18328,0,0.20202,0.994322,3982,2,1.7924
DOC2A,1,0.77325,0.996322,16526,0,0.22675,0.994322,6532,1,1.7908
FAM214A,3,0.90248,0.996322,19296,0,0.2245,0.994322,4382,2,1.7907
XKR6,3,0.58648,0.996322,11815,1,0.23533,0.994322,4570,2,1.7892
VWA9,2,0.93097,0.996322,19967,0,0.12045,0.994322,2531,2,1.7872
PRDX4,3,0.97509,0.998121,20871,0,0.063474,0.994322,1155,3,1.787
hsa-mir-103b-1,1,0.78412,0.996322,16760,0,0.21588,0.994322,6293,1,1.7868
ZACN,3,0.69076,0.996322,14505,1,0.011094,0.970617,194,2,1.7868
MAGEB4,3,0.94692,0.997216,20294,0,0.2888,0.994322,5506,2,1.7855
CHAF1B,3,0.47162,0.996322,9161,1,0.1711,0.994322,3444,2,1.7851
FBXO2,2,0.89944,0.996322,19239,0,0.35103,0.994322,8237,1,1.7844
SMPDL3B,3,0.98562,0.999165,21071,0,0.038109,0.972765,717,3,1.7833
CHRNG,3,0.65159,0.996322,13549,1,0.17011,0.994322,3417,2,1.7778
PROZ,3,0.64252,0.996322,13330,1,0.18822,0.994322,3757,2,1.7769
hsa-mir-7113,3,0.47162,0.996322,9165,1,0.20539,0.994322,4041,2,1.7768
LETMD1,3,0.94816,0.997574,20309,0,0.2755,0.994322,5304,2,1.7761
TMPRSS13,3,0.92168,0.996322,19756,0,0.22889,0.994322,4463,2,1.7744
ZNF99,1,0.76695,0.996322,16406,0,0.23315,0.994322,6688,1,1.7744
hsa-mir-2355,3,0.68899,0.996322,14452,1,0.20002,0.994322,3950,2,1.7724
HTR2A,3,0.33266,0.996322,6687,1,0.27146,0.994322,5224,2,1.7722
RALBP1,3,0.86736,0.996322,18530,0,0.21242,0.994322,4168,2,1.7702
OBSCN,2,0.94808,0.997574,20308,0,0.092556,0.994322,2026,2,1.769
CNP,3,0.55157,0.996322,10801,1,0.069902,0.994322,1265,2,1.7681
POSTN,1,0.78635,0.996322,16808,0,0.21362,0.994322,6245,1,1.7671
MMP13,3,0.5923,0.996322,11973,1,0.16714,0.994322,3353,2,1.7669
FAM209A,3,0.26981,0.994862,5429,1,0.091433,0.994322,1677,2,1.7661
LGALS9B,3,0.41948,0.996322,8229,1,0.17217,0.994322,3469,2,1.7643
TCEB3CL,3,0.77611,0.996322,16556,1,0.16862,0.994322,3381,2,1.7631
hsa-mir-1-1,4,0.96569,0.997574,20687,0,0.11348,0.994322,1902,3,1.7619
TCERG1L,3,0.91701,0.996322,19640,0,0.23047,0.994322,4486,2,1.7616
ZNF880,3,0.71393,0.996322,15092,1,0.25961,0.994322,5013,1,1.7614
DPCR1,3,0.92238,0.996322,19775,0,0.21991,0.994322,4304,2,1.7597
DEFB127,3,0.41351,0.996322,8114,1,0.19879,0.994322,3927,2,1.7594
DNAJC5B,3,0.74204,0.996322,15767,1,0.23418,0.994322,4555,2,1.7587
CDY1B,1,0.78319,0.996322,16737,0,0.21682,0.994322,6302,1,1.7584
PRPF31,3,0.94978,0.997574,20345,0,0.17418,0.994322,3506,2,1.7573
DHRS7C,3,0.53368,0.996322,10330,1,0.20518,0.994322,4040,2,1.7568
TMEM259,3,0.14297,0.978361,2655,1,0.20652,0.994322,4059,2,1.7565
PHF20,2,0.76587,0.996322,16398,0,0.33198,0.994322,7875,1,1.756
TUSC3,2,0.90121,0.996322,19279,0,0.16803,0.994322,3502,2,1.7538
MTHFS,3,0.73705,0.996322,15646,1,0.033944,0.972765,627,2,1.7537
RNF139,3,0.85839,0.996322,18340,0,0.21381,0.994322,4193,2,1.7529
ZNF830,3,0.8804,0.996322,18810,0,0.27858,0.994322,5361,2,1.7529
IGSF10,3,0.94724,0.99731,20299,0,0.21983,0.994322,4303,2,1.7527
USE1,3,0.97689,0.998121,20915,0,0.059271,0.994322,1075,3,1.7512
ZNF362,3,0.51728,0.996322,10030,1,0.16898,0.994322,3399,2,1.751
SSPN,2,0.93095,0.996322,19966,0,0.1205,0.994322,2532,2,1.7508
ZNF177,3,0.80956,0.996322,17319,0,0.15956,0.994322,3163,2,1.7496
JKAMP,1,0.73342,0.996322,15749,0,0.26675,0.994322,7223,1,1.7494
IQGAP1,3,0.93624,0.996379,20080,0,0.22607,0.994322,4421,2,1.7488
hsa-mir-196a-1,4,0.96657,0.997574,20705,0,0.16781,0.994322,2713,3,1.7484
OPA3,3,0.70174,0.996322,14764,1,0.20964,0.994322,4121,2,1.7484
LRCH4,2,0.95131,0.997574,20366,0,0.087171,0.994322,1939,2,1.7467
MRPL12,3,0.71986,0.996322,15238,1,0.20105,0.994322,3964,2,1.7463
PPP2R5B,3,0.6602,0.996322,13746,1,0.17763,0.994322,3560,2,1.7456
PRKCE,3,0.90111,0.996322,19275,0,0.20409,0.994322,4021,2,1.7437
EOGT,3,0.92055,0.996322,19729,0,0.20028,0.994322,3953,2,1.7428
DNAJB11,2,0.72914,0.996322,15666,0,0.31914,0.994322,7637,1,1.7427
PTPRO,3,0.48104,0.996322,9322,1,0.29252,0.994322,5566,2,1.7422
TES,3,0.95484,0.997574,20442,0,0.1695,0.994322,3408,2,1.7409
CDKL4,3,0.8307,0.996322,17776,0,0.31292,0.994322,5943,2,1.7408
FATE1,3,0.86378,0.996322,18447,0,0.22683,0.994322,4431,2,1.7392
hsa-mir-101-2,3,0.97931,0.998361,20962,0,8.4547e-05,0.880481,2,3,1.7388
ARHGEF19,3,0.89558,0.996322,19155,0,0.10586,0.994322,1978,2,1.7378
NABP2,3,0.97912,0.998361,20955,0,0.053927,0.990448,997,3,1.7369
MDN1,3,0.97962,0.998361,20968,0,0.052658,0.990448,969,3,1.7355
LRRC48,3,0.97598,0.998121,20891,0,0.061426,0.994322,1118,3,1.7354
RGS6,3,0.76649,0.996322,16336,1,0.22167,0.994322,4331,2,1.7349
AP3M2,3,0.11841,0.976462,2182,1,0.16224,0.994322,3224,2,1.7335
SFXN1,3,0.81528,0.996322,17432,0,0.18597,0.994322,3716,2,1.7334
COA3,3,0.023083,0.949734,417,1,0.22834,0.994322,4456,2,1.7329
VWA5A,3,0.43161,0.996322,8450,1,0.2074,0.994322,4084,2,1.7329
CLCA2,3,0.91448,0.996322,19582,0,0.20343,0.994322,4011,2,1.7327
CALML5,3,0.22152,0.988835,4363,1,0.18732,0.994322,3738,2,1.7319
CD1A,3,0.91677,0.996322,19634,0,0.18837,0.994322,3759,2,1.7301
MPV17L,2,0.89337,0.996322,19112,0,0.38538,0.994322,8867,1,1.7296
CSNK1G3,3,0.91818,0.996322,19665,0,0.1882,0.994322,3756,2,1.7292
BTAF1,1,0.78037,0.996322,16684,0,0.21966,0.994322,6367,1,1.7286
CYP2C8,3,0.96622,0.997574,20696,0,0.22917,0.994322,4470,2,1.7286
M6PR,3,0.36167,0.996322,7198,1,0.25265,0.994322,4893,2,1.7254
MMP12,3,0.70717,0.996322,14891,1,0.18467,0.994322,3703,2,1.7248
MPP3,3,0.57599,0.996322,11509,1,0.2303,0.994322,4484,2,1.7241
RANBP17,2,0.90993,0.996322,19466,0,0.15425,0.994322,3213,2,1.7234
GINM1,3,0.72657,0.996322,15393,1,0.22936,0.994322,4473,2,1.7229
DBI,3,0.80564,0.996322,17230,1,0.14701,0.994322,2856,2,1.7212
PTER,2,0.92326,0.996322,19796,0,0.1329,0.994322,2762,2,1.7211
DNAJC24,2,0.78959,0.996322,16893,0,0.33592,0.994322,7944,1,1.7192
hsa-mir-590,3,0.98336,0.998901,21034,0,0.043626,0.972765,819,3,1.7166
PLEKHG7,3,0.85131,0.996322,18191,0,0.20737,0.994322,4083,2,1.7161
ZNF780A,3,0.80837,0.996322,17292,0,0.20255,0.994322,3994,2,1.7161
OR9A2,3,0.83419,0.996322,17836,0,0.096543,0.994322,1792,2,1.7144
ALPL,3,0.57802,0.996322,11583,1,0.19946,0.994322,3942,2,1.7143
MTMR3,2,0.89566,0.996322,19156,0,0.36328,0.994322,8484,1,1.7134
PPRC1,3,0.9643,0.997574,20642,0,0.22615,0.994322,4422,2,1.7132
HECTD3,2,0.88841,0.996322,19008,0,0.3652,0.994322,8516,1,1.7123
ITIH1,3,0.61686,0.996322,12667,1,0.34472,0.994322,6529,2,1.7123
PLCB1,3,0.6675,0.996322,13929,1,0.20512,0.994322,4034,2,1.7119
DNTT,3,0.97226,0.998121,20814,0,0.070054,0.994322,1266,3,1.7113
CD72,3,0.62943,0.996322,12997,1,0.16608,0.994322,3317,2,1.7105
KRTAP4-11,3,0.62943,0.996322,12998,1,0.20482,0.994322,4032,2,1.7099
RNF26,2,0.9397,0.996692,20145,0,0.10622,0.994322,2281,2,1.7092
hsa-mir-651,3,0.95424,0.997574,20432,0,0.16636,0.994322,3322,2,1.709
TSPAN2,3,0.95862,0.997574,20516,0,0.20235,0.994322,3993,2,1.7083
DOCK6,3,0.82766,0.996322,17710,0,0.21171,0.994322,4155,2,1.7042
PTAFR,3,0.35825,0.996322,7136,1,0.22933,0.994322,4472,2,1.7035
CDA,2,0.74843,0.996322,16047,0,0.33084,0.994322,7849,1,1.7028
EMC3,2,0.84544,0.996322,18074,0,0.33508,0.994322,7920,1,1.7028
PAEP,3,0.58648,0.996322,11833,1,0.29049,0.994322,5537,2,1.7015
hsa-mir-2110,3,0.93825,0.996678,20118,0,0.21595,0.994322,4230,2,1.7003
DUSP3,3,0.98085,0.998643,20990,0,0.049687,0.988529,917,3,1.6997
STXBP5L,3,0.92548,0.996322,19839,0,0.11636,0.994322,2197,2,1.6995
MAP3K8,3,0.51399,0.996322,9966,1,0.30127,0.994322,5746,2,1.6982
NAB2,3,0.64348,0.996322,13354,1,0.22672,0.994322,4429,2,1.6978
ZNF709,3,0.98709,0.99926,21110,0,0.034426,0.972765,637,3,1.6976
hsa-mir-34b,4,0.9351,0.996362,20060,0,0.27536,0.994322,4891,2,1.6964
PDCD1LG2,3,0.45632,0.996322,8875,1,0.11905,0.994322,2256,2,1.6953
TDRD7,3,0.83732,0.996322,17910,0,0.031134,0.972765,577,2,1.6947
hsa-mir-181a-1,3,0.92075,0.996322,19732,0,0.21561,0.994322,4229,2,1.6939
SBDS,2,0.94764,0.997487,20304,0,0.093245,0.994322,2036,2,1.6926
ZNF846,3,0.84212,0.996322,18001,0,0.2132,0.994322,4184,2,1.6913
XKR7,3,0.54722,0.996322,10685,1,0.14127,0.994322,2719,2,1.6895
XKR8,3,0.98199,0.998847,21010,0,0.046995,0.981813,877,3,1.6891
GLTSCR2,3,0.65349,0.996322,13592,1,0.22808,0.994322,4451,2,1.6884
CDK5RAP2,3,0.82832,0.996322,17725,0,0.068565,0.994322,1241,2,1.6849
ZNF616,1,0.73022,0.996322,15683,0,0.26997,0.994322,7275,1,1.6833
SPINK9,3,0.60793,0.996322,12418,1,0.17247,0.994322,3473,2,1.6823
DCHS2,3,0.80906,0.996322,17308,0,0.2505,0.994322,4855,2,1.6802
NTSR2,3,0.32647,0.996322,6549,1,0.22295,0.994322,4355,2,1.6795
DPM3,3,0.39031,0.996322,7707,1,0.21018,0.994322,4129,2,1.6782
ZC3HAV1L,3,0.86693,0.996322,18521,0,0.19257,0.994322,3826,2,1.6778
SRRD,2,0.87814,0.996322,18756,0,0.33934,0.994322,8014,1,1.6764
OR7D2,3,0.84092,0.996322,17977,0,0.066368,0.994322,1201,2,1.6746
HNRNPK,3,0.91993,0.996322,19718,0,0.21507,0.994322,4215,2,1.6739
TSPYL2,3,0.87907,0.996322,18777,0,0.23667,0.994322,4595,2,1.673
TTR,3,0.87952,0.996322,18789,0,0.2183,0.994322,4275,2,1.672
CCDC111,3,0.9281,0.996322,19897,0,0.22564,0.994322,4403,2,1.6715
PPEF2,3,0.40442,0.996322,7954,1,0.23421,0.994322,4557,2,1.6689
PACSIN2,3,0.70664,0.996322,14878,1,0.052339,0.988529,965,2,1.6688
WRAP73,3,0.57169,0.996322,11381,1,0.29126,0.994322,5549,2,1.6676
TRAPPC11,3,0.51728,0.996322,10025,1,0.19281,0.994322,3832,2,1.6673
TAP2,3,0.57599,0.996322,11506,1,0.2138,0.994322,4189,2,1.6634
C6orf226,3,0.98336,0.998901,21035,0,0.043612,0.972765,818,3,1.6629
hsa-mir-6764,4,0.51535,0.996322,9596,1,0.14667,0.994322,2384,3,1.6627
SEZ6,3,0.92767,0.996322,19890,0,0.21203,0.994322,4158,2,1.6623
DSG1,3,0.62766,0.996322,12944,1,0.21473,0.994322,4210,2,1.6599
GRIPAP1,3,0.97894,0.998361,20951,0,0.05435,0.990448,1002,3,1.6598
TM7SF2,3,0.95619,0.997574,20466,0,0.21403,0.994322,4199,2,1.6597
KIR2DL3,3,0.28467,0.994862,5771,1,0.02101,0.972765,390,2,1.6588
OR4K1,3,0.94746,0.997403,20301,0,0.18918,0.994322,3771,2,1.6576
TTLL1,2,0.9405,0.996748,20166,0,0.10493,0.994322,2249,2,1.6568
SDHB,2,0.93993,0.996692,20155,0,0.10584,0.994322,2272,2,1.6564
PAIP1,3,0.97348,0.998121,20836,0,0.0672,0.994322,1217,3,1.6562
GRWD1,3,0.17382,0.984333,3269,1,0.17199,0.994322,3465,2,1.6545
CORT,3,0.67719,0.996322,14177,1,0.28023,0.994322,5390,2,1.6531
NOXA1,3,0.59908,0.996322,12154,1,0.21396,0.994322,4196,2,1.6517
PTRH1,1,0.77815,0.996322,16634,0,0.22189,0.994322,6412,1,1.6515
OR4M2,3,0.87464,0.996322,18670,0,0.21485,0.994322,4211,2,1.6503
ZFP82,3,0.9861,0.999165,21080,0,0.036903,0.972765,694,3,1.6496
KRT33A,3,0.81119,0.996322,17343,0,0.21168,0.994322,4154,2,1.6494
TCEAL1,2,0.8258,0.996322,17672,0,0.33652,0.994322,7952,1,1.6465
B3GALT1,3,0.97887,0.998361,20949,0,0.023357,0.972765,430,3,1.6459
NR5A1,3,0.55781,0.996322,10966,1,0.13133,0.994322,2510,2,1.6452
CHRNB3,3,0.58648,0.996322,11817,1,0.21387,0.994322,4195,2,1.6438
TFCP2,2,0.93761,0.996596,20107,0,0.10978,0.994322,2335,2,1.6432
CDPF1,2,0.92984,0.996322,19937,0,0.12235,0.994322,2563,2,1.6423
GTDC1,2,0.87999,0.996322,18802,0,0.3545,0.994322,8324,1,1.6422
FAM161B,2,0.93681,0.996567,20090,0,0.11105,0.994322,2358,2,1.6413
ADRB2,3,0.5695,0.996322,11311,1,0.19853,0.994322,3923,2,1.6412
EIF4E2,3,0.60363,0.996322,12289,1,0.19535,0.994322,3874,2,1.641
HRASLS2,3,0.9464,0.997216,20279,0,0.18254,0.994322,3658,2,1.639
hsa-mir-4727,3,0.66486,0.996322,13867,1,0.28631,0.994322,5461,2,1.639
CD6,3,0.88765,0.996322,18985,0,0.20703,0.994322,4073,2,1.6369
ZNRF2,3,0.9719,0.998121,20807,0,0.070905,0.994322,1280,3,1.6365
TMEM126A,3,0.91213,0.996322,19524,0,0.16903,0.994322,3400,2,1.6363
hsa-mir-769,3,0.89982,0.996322,19244,0,0.23888,0.994322,4639,2,1.6362
SCIMP,3,0.9659,0.997574,20688,0,0.30541,0.994322,5812,2,1.6358
U2AF1,3,0.61183,0.996322,12539,1,0.29359,0.994322,5577,2,1.6348
OSR2,3,0.94017,0.996737,20159,0,0.21005,0.994322,4125,2,1.633
hsa-mir-4773-1,3,0.89647,0.996322,19172,0,0.21449,0.994322,4200,2,1.632
YBX1,2,0.91446,0.996322,19581,0,0.14698,0.994322,3059,2,1.6316
SMIM3,3,0.47252,0.996322,9180,1,0.29749,0.994322,5658,2,1.6305
MYF6,3,0.28467,0.994862,5773,1,0.2798,0.994322,5381,2,1.6297
ARMC5,3,0.92709,0.996322,19871,0,0.23905,0.994322,4643,2,1.6282
hsa-mir-518c,4,0.74464,0.996322,14364,1,0.25233,0.994322,4393,2,1.6282
ATP11C,3,0.96503,0.997574,20665,0,0.23664,0.994322,4593,2,1.6279
OR51B6,3,0.42956,0.996322,8417,1,0.17832,0.994322,3578,2,1.6277
hsa-mir-8067,3,0.8796,0.996322,18791,0,0.21974,0.994322,4302,2,1.6256
DCST2,3,0.7852,0.996322,16775,1,0.098875,0.994322,1844,2,1.6252
METTL12,2,0.92572,0.996322,19844,0,0.12889,0.994322,2685,2,1.6252
SLC8B1,1,0.72559,0.996322,15588,0,0.27462,0.994322,7348,1,1.6247
ADRA1A,2,0.9341,0.996322,20039,0,0.11533,0.994322,2432,2,1.6246
FMNL1,2,0.76734,0.996322,16424,0,0.33234,0.994322,7877,1,1.6239
ITPRIP,3,0.76581,0.996322,16322,1,0.22406,0.994322,4375,2,1.6233
BBS10,3,0.76149,0.996322,16224,1,0.20767,0.994322,4085,2,1.6222
THEM4,3,0.45958,0.996322,8938,1,0.24282,0.994322,4715,2,1.6221
SKI,1,0.71561,0.996322,15410,0,0.28438,0.994322,7505,1,1.6211
SSR1,2,0.8673,0.996322,18527,0,0.33951,0.994322,8018,1,1.6197
CHAC2,3,0.47162,0.996322,9160,1,0.23415,0.994322,4554,2,1.6185
ASRGL1,3,0.8389,0.996322,17941,0,0.22189,0.994322,4333,2,1.6182
POPDC3,2,0.84174,0.996322,17994,0,0.34753,0.994322,8168,1,1.617
LOC339862,3,0.7209,0.996322,15270,1,0.24158,0.994322,4696,2,1.6166
WDR77,3,0.43636,0.996322,8519,1,0.23972,0.994322,4656,2,1.6163
CLTA,3,0.89465,0.996322,19132,0,0.18421,0.994322,3684,2,1.6156
RBMS2,3,0.98731,0.99926,21115,0,0.033885,0.972765,625,3,1.6155
C1orf65,3,0.86893,0.996322,18559,0,0.23466,0.994322,4564,2,1.6147
LRP2BP,3,0.5254,0.996322,10184,1,0.22423,0.994322,4376,2,1.6134
ZNF547,1,0.80699,0.996322,17256,0,0.19304,0.994322,5742,1,1.6132
hsa-mir-92a-1,3,0.68202,0.996322,14292,1,0.17994,0.994322,3614,2,1.6125
WDR87,3,0.93703,0.996567,20095,0,0.078542,0.994322,1400,2,1.6115
GLE1,3,0.32249,0.996322,6470,1,0.30628,0.994322,5830,2,1.6112
PEBP4,3,0.56234,0.996322,11103,1,0.24268,0.994322,4714,2,1.6111
GAA,3,0.82568,0.996322,17666,0,0.22383,0.994322,4370,2,1.6106
SLC39A11,3,0.88414,0.996322,18902,0,0.25226,0.994322,4884,2,1.6099
ZNFX1,3,0.11011,0.976462,2010,1,0.30464,0.994322,5804,2,1.6097
KRTAP10-10,1,0.7697,0.996322,16454,0,0.23036,0.994322,6622,1,1.6095
MYO1G,3,0.92936,0.996322,19930,0,0.20331,0.994322,4006,2,1.6082
WDR55,3,0.31882,0.996322,6409,1,0.29523,0.994322,5619,2,1.6078
BMP1,3,0.91421,0.996322,19576,0,0.24004,0.994322,4659,2,1.6067
NR2F2,3,0.60208,0.996322,12236,1,0.24293,0.994322,4716,2,1.6062
PCSK1,2,0.88894,0.996322,19023,0,0.36342,0.994322,8485,1,1.6061
PDE3A,3,0.91758,0.996322,19656,0,0.20456,0.994322,4030,2,1.6057
CSRP2,3,0.88487,0.996322,18922,0,0.23458,0.994322,4561,2,1.6052
MED25,3,0.21599,0.987402,4207,1,0.19097,0.994322,3803,2,1.6028
TRIM39,3,0.93886,0.996692,20127,0,0.22182,0.994322,4332,2,1.6027
SPATA2,2,0.92216,0.996322,19772,0,0.13465,0.994322,2798,2,1.6024
GPR12,3,0.56006,0.996322,11043,1,0.2258,0.994322,4409,2,1.6021
CLCF1,3,0.71868,0.996322,15198,1,0.24178,0.994322,4698,2,1.602
ANAPC10,2,0.50786,0.996322,11791,1,0.29739,0.994322,7262,1,1.6018
RNF148,3,0.75741,0.996322,16128,1,0.21491,0.994322,4212,2,1.6013
PAQR3,3,0.68966,0.996322,14473,1,0.24618,0.994322,4783,2,1.6005
BAMBI,2,0.92683,0.996322,19868,0,0.1271,0.994322,2654,2,1.5996
hsa-mir-4676,3,0.59044,0.996322,11907,1,0.33253,0.994322,6319,2,1.5994
IZUMO3,3,0.77558,0.996322,16545,1,0.27408,0.994322,5267,2,1.5987
INCA1,3,0.94642,0.997216,20280,0,0.24446,0.994322,4740,2,1.5978
FOXN2,3,0.98594,0.999165,21078,0,0.037277,0.972765,701,3,1.5976
MAP3K13,3,0.97608,0.998121,20894,0,0.061169,0.994322,1111,3,1.5972
ZNF8,3,0.9747,0.998121,20864,0,0.064384,0.994322,1170,3,1.5969
HCN3,2,0.90807,0.996322,19426,0,0.15722,0.994322,3276,2,1.5968
LAYN,3,0.61516,0.996322,12611,1,0.16688,0.994322,3332,2,1.5968
CBFA2T3,3,0.75064,0.996322,15974,1,0.24556,0.994322,4764,2,1.5948
PDGFB,3,0.52134,0.996322,10095,1,0.19266,0.994322,3829,2,1.5946
DPP8,2,0.93034,0.996322,19949,0,0.1215,0.994322,2544,2,1.5937
TICRR,1,0.75466,0.996322,16156,0,0.24544,0.994322,6900,1,1.5936
ASB11,3,0.821,0.996322,17559,0,0.21795,0.994322,4268,2,1.5928
PCDHB15,2,0.92159,0.996322,19751,0,0.13557,0.994322,2824,2,1.5926
UNC119,2,0.87951,0.996322,18788,0,0.39024,0.994322,8972,1,1.5906
ARMCX2,2,0.92743,0.996322,19881,0,0.1262,0.994322,2632,2,1.59
SPIN1,3,0.9145,0.996322,19584,0,0.11524,0.994322,2168,2,1.5892
EMILIN1,3,0.97905,0.998361,20952,0,0.054105,0.990448,999,3,1.588
ACOT6,1,0.71573,0.996322,15413,0,0.28425,0.994322,7504,1,1.5857
GP2,3,0.86597,0.996322,18501,0,0.30552,0.994322,5816,2,1.5857
hsa-mir-496,3,0.54722,0.996322,10672,1,0.16885,0.994322,3398,2,1.5848
STRADA,3,0.44425,0.996322,8668,1,0.31625,0.994322,6004,2,1.5841
PARVA,2,0.95185,0.997574,20377,0,0.086247,0.994322,1921,2,1.5823
ZNF697,2,0.68177,0.996322,14770,0,0.32054,0.994322,7660,1,1.5816
SPON1,3,0.81699,0.996322,17473,0,0.21841,0.994322,4279,2,1.5787
ZBTB41,3,0.67719,0.996322,14139,1,0.31568,0.994322,5998,2,1.5786
MLPH,3,0.61836,0.996322,12707,1,0.24156,0.994322,4689,2,1.5778
CCS,3,0.91927,0.996322,19700,0,0.2361,0.994322,4589,2,1.5761
GPR110,1,0.75985,0.996322,16260,0,0.24026,0.994322,6819,1,1.5756
IL1RL1,3,0.93627,0.996379,20081,0,0.23961,0.994322,4655,2,1.5755
NELFCD,3,0.61297,0.996322,12562,1,0.30357,0.994322,5792,2,1.5749
SEC24B,3,0.91164,0.996322,19512,0,0.23822,0.994322,4627,2,1.5741
B4GALT6,3,0.83936,0.996322,17948,0,0.22122,0.994322,4327,2,1.574
SRA1,3,0.63536,0.996322,13143,1,0.11325,0.994322,2135,2,1.5727
NAIF1,3,0.66394,0.996322,13840,1,0.064764,0.994322,1176,2,1.5723
LZTFL1,3,0.93781,0.996611,20110,0,0.24256,0.994322,4712,2,1.5718
ACR,3,0.31408,0.996322,6331,1,0.098173,0.994322,1826,2,1.5708
APBA1,1,0.75009,0.996322,16073,0,0.25,0.994322,6972,1,1.5708
MYEF2,3,0.93142,0.996322,19974,0,0.29757,0.994322,5660,2,1.5707
THAP8,3,0.97802,0.998361,20933,0,0.056497,0.994322,1039,3,1.5687
KLK6,3,0.97688,0.998121,20913,0,0.059298,0.994322,1077,3,1.5684
CRYBB2,2,0.91557,0.996322,19605,0,0.14525,0.994322,3014,2,1.5682
C14orf169,3,0.801,0.996322,17142,1,0.26532,0.994322,5101,2,1.5679
NUP62CL,3,0.49707,0.996322,9616,1,0.23819,0.994322,4626,2,1.5677
C10orf32,3,0.94178,0.996752,20191,0,0.24117,0.994322,4683,2,1.5662
C3orf70,2,0.86609,0.996322,18503,0,0.34442,0.994322,8119,1,1.5635
OR51A7,3,0.91908,0.996322,19696,0,0.23231,0.994322,4517,2,1.5622
YTHDC2,3,0.68031,0.996322,14249,1,0.24134,0.994322,4686,2,1.562
BTBD6,3,0.67719,0.996322,14134,1,0.31113,0.994322,5906,2,1.5616
NAA11,3,0.97344,0.998121,20833,0,0.067336,0.994322,1222,3,1.5613
LOC440563,3,0.14502,0.978361,2700,1,0.25243,0.994322,4887,2,1.5609
LRRC26,3,0.97671,0.998121,20911,0,0.059662,0.994322,1085,3,1.5608
HIBCH,3,0.68915,0.996322,14458,1,0.19214,0.994322,3818,2,1.5604
SLC11A1,3,0.34424,0.996322,6875,1,0.20013,0.994322,3951,2,1.5597
CTBP1,3,0.97355,0.998121,20839,0,0.0366,0.972765,683,3,1.5594
TAS2R7,3,0.85098,0.996322,18187,0,0.22704,0.994322,4437,2,1.5594
KCNAB3,3,0.14118,0.978361,2610,1,0.25925,0.994322,5007,2,1.5592
USP53,3,0.98505,0.999165,21063,0,0.03956,0.972765,746,3,1.5592
EDA2R,3,0.88548,0.996322,18931,0,0.23772,0.994322,4622,2,1.5589
ATF3,3,0.40751,0.996322,8011,1,0.22398,0.994322,4374,2,1.5585
HEATR4,3,0.82083,0.996322,17556,0,0.1856,0.994322,3711,2,1.5581
